temp_station_name,record_date,temp_value
Cox's Bazar,2000/05/13,34
Cox's Bazar,2000/05/14,34.6
Cox's Bazar,2000/05/15,34
Cox's Bazar,2000/05/16,30.6
Cox's Bazar,2000/05/17,33.6
Cox's Bazar,2000/05/18,33
Cox's Bazar,2000/05/19,33.2
Cox's Bazar,2000/05/20,30.6
Cox's Bazar,2000/05/21,25.5
Cox's Bazar,2000/05/22,31.8
Cox's Bazar,2000/05/23,27.5
Cox's Bazar,2000/05/24,27.4
Cox's Bazar,2000/05/25,31
Cox's Bazar,2000/05/26,27.4
Cox's Bazar,2000/05/27,32.1
Cox's Bazar,2000/05/28,32.2
Cox's Bazar,2000/05/29,32
Cox's Bazar,2000/05/30,33.2
Cox's Bazar,2000/05/31,34.2
Cox's Bazar,2000/06/01,34.5
Cox's Bazar,2000/06/02,33.6
Cox's Bazar,2000/06/03,34.5
Cox's Bazar,2000/06/04,35.2
Cox's Bazar,2000/06/05,34
Cox's Bazar,2000/06/06,31.6
Cox's Bazar,2000/06/07,32.4
Cox's Bazar,2000/06/08,27.4
Cox's Bazar,2000/06/09,30.6
Cox's Bazar,2000/06/10,29.6
Cox's Bazar,2000/06/11,29
Cox's Bazar,2000/06/12,28.8
Cox's Bazar,2000/06/13,31.5
Cox's Bazar,2000/06/14,32.8
Cox's Bazar,2000/06/15,33
Cox's Bazar,2000/06/16,33
Cox's Bazar,2000/06/17,33
Cox's Bazar,2000/06/18,30.5
Cox's Bazar,2000/06/19,31.5
Cox's Bazar,2000/06/20,28.5
Cox's Bazar,2000/06/21,32.6
Cox's Bazar,2000/06/22,31.5
Cox's Bazar,2000/06/23,30
Cox's Bazar,2000/06/25,30
Cox's Bazar,2000/06/26,32.6
Cox's Bazar,2000/06/27,33
Cox's Bazar,2000/06/28,32.5
Cox's Bazar,2000/06/29,33.5
Cox's Bazar,2000/06/30,33.5
Cox's Bazar,2000/07/01,33.7
Cox's Bazar,2000/07/02,34
Cox's Bazar,2000/07/03,34.2
Cox's Bazar,2000/07/04,34.8
Cox's Bazar,2000/07/05,33.5
Cox's Bazar,2000/07/06,33.6
Cox's Bazar,2000/07/07,32
Cox's Bazar,2000/07/08,33
Cox's Bazar,2000/07/09,31.4
Cox's Bazar,2000/07/10,32.4
Cox's Bazar,2000/07/11,33.7
Cox's Bazar,2000/07/12,29
Cox's Bazar,2000/07/13,30
Cox's Bazar,2000/07/14,28.2
Cox's Bazar,2000/07/15,31.3
Cox's Bazar,2000/07/16,32.4
Cox's Bazar,2000/07/17,29.5
Cox's Bazar,2000/07/18,28
Cox's Bazar,2000/07/19,28
Cox's Bazar,2000/07/20,28
Cox's Bazar,2000/07/21,27
Cox's Bazar,2000/07/22,30.2
Cox's Bazar,2000/07/23,30.5
Cox's Bazar,2000/07/24,28
Cox's Bazar,2000/07/25,30.5
Cox's Bazar,2000/07/26,28.5
Cox's Bazar,2000/07/27,31
Cox's Bazar,2000/07/28,32.2
Cox's Bazar,2000/07/29,32
Cox's Bazar,2000/07/30,32.2
Cox's Bazar,2000/07/31,32.5
Cox's Bazar,2000/08/01,31.2
Cox's Bazar,2000/08/02,29
Cox's Bazar,2000/08/03,30.6
Cox's Bazar,2000/08/04,26.5
Cox's Bazar,2000/08/05,31.7
Cox's Bazar,2000/08/06,32.6
Cox's Bazar,2000/08/07,32.2
Cox's Bazar,2000/08/08,33.7
Cox's Bazar,2000/08/09,33.4
Cox's Bazar,2000/08/10,33.2
Cox's Bazar,2000/08/11,29.2
Cox's Bazar,2000/08/12,30.3
Cox's Bazar,2000/08/13,30.5
Cox's Bazar,2000/08/14,30
Cox's Bazar,2000/08/15,29.2
Cox's Bazar,2000/08/16,28.5
Cox's Bazar,2000/08/17,30.2
Cox's Bazar,2000/08/18,33
Cox's Bazar,2000/08/19,33
Cox's Bazar,2000/08/20,32
Cox's Bazar,2000/08/21,32.8
Cox's Bazar,2000/08/22,33
Cox's Bazar,2000/08/23,33.2
Cox's Bazar,2000/08/24,34.4
Cox's Bazar,2000/08/25,34.5
Cox's Bazar,2000/08/26,34.6
Cox's Bazar,2000/08/27,33.5
Cox's Bazar,2000/08/28,33.6
Cox's Bazar,2000/08/29,27.4
Cox's Bazar,2000/08/30,27.4
Cox's Bazar,2000/08/31,28.2
Cox's Bazar,2000/09/01,29
Cox's Bazar,2000/09/02,28
Cox's Bazar,2000/09/03,27.9
Cox's Bazar,2000/09/04,31.7
Cox's Bazar,2000/09/05,31.2
Cox's Bazar,2000/09/06,31.8
Cox's Bazar,2000/09/07,32
Cox's Bazar,2000/09/08,27.8
Cox's Bazar,2000/09/09,31.5
Cox's Bazar,2000/09/10,31.8
Cox's Bazar,2000/09/11,32.7
Cox's Bazar,2000/09/12,34.6
Cox's Bazar,2000/09/13,32
Cox's Bazar,2000/09/14,31.8
Cox's Bazar,2000/09/15,32.5
Cox's Bazar,2000/09/16,32.5
Cox's Bazar,2000/09/17,31.5
Cox's Bazar,2000/09/18,31.3
Cox's Bazar,2000/09/19,32.4
Cox's Bazar,2000/09/20,33.5
Cox's Bazar,2000/09/21,34
Cox's Bazar,2000/09/22,34
Cox's Bazar,2000/09/23,33
Cox's Bazar,2000/09/24,33.5
Cox's Bazar,2000/09/25,33.5
Cox's Bazar,2000/09/26,30.4
Cox's Bazar,2000/09/27,32.6
Cox's Bazar,2000/09/28,33.7
Cox's Bazar,2000/09/29,32.6
Cox's Bazar,2000/09/30,30.8
Cox's Bazar,2000/10/01,25.5
Cox's Bazar,2000/10/02,28.6
Cox's Bazar,2000/10/03,29.2
Cox's Bazar,2000/10/04,32.2
Cox's Bazar,2000/10/05,32.8
Cox's Bazar,2000/10/06,33.5
Cox's Bazar,2000/10/07,32.6
Cox's Bazar,2000/10/08,33.5
Cox's Bazar,2000/10/09,33.8
Cox's Bazar,2000/10/10,33.9
Cox's Bazar,2000/10/11,34.6
Cox's Bazar,2000/10/12,35.2
Cox's Bazar,2000/10/13,35.2
Cox's Bazar,2000/10/14,35.5
Cox's Bazar,2000/10/15,36
Cox's Bazar,2000/10/16,34.5
Cox's Bazar,2000/10/17,31.3
Cox's Bazar,2000/10/18,29.1
Cox's Bazar,2000/10/19,33.8
Cox's Bazar,2000/10/20,33.8
Cox's Bazar,2000/10/21,34.3
Cox's Bazar,2000/10/22,33.8
Cox's Bazar,2000/10/23,33.2
Cox's Bazar,2000/10/24,33.2
Cox's Bazar,2000/10/25,34.5
Cox's Bazar,2000/10/26,33.7
Cox's Bazar,2000/10/27,26.4
Cox's Bazar,2000/10/28,27.2
Cox's Bazar,2000/10/29,31.5
Cox's Bazar,2000/10/30,31
Cox's Bazar,2000/10/31,32.8
Cox's Bazar,2000/11/01,33.5
Cox's Bazar,2000/11/02,33.2
Cox's Bazar,2000/11/03,33.2
Cox's Bazar,2000/11/04,33
Cox's Bazar,2000/11/05,32.7
Cox's Bazar,2000/11/06,32.5
Cox's Bazar,2000/11/07,32.2
Cox's Bazar,2000/11/08,32.2
Cox's Bazar,2000/11/09,32
Cox's Bazar,2000/11/10,32.5
Cox's Bazar,2000/11/11,32.8
Cox's Bazar,2000/11/12,32.2
Cox's Bazar,2000/11/13,32.6
Cox's Bazar,2000/11/14,32.4
Cox's Bazar,2000/11/15,31.7
Cox's Bazar,2000/11/16,31.8
Cox's Bazar,2000/11/17,32.8
Cox's Bazar,2000/11/18,31.8
Cox's Bazar,2000/11/19,31.5
Cox's Bazar,2000/11/20,31
Cox's Bazar,2000/11/21,31.6
Cox's Bazar,2000/11/22,32.7
Cox's Bazar,2000/11/23,32.2
Cox's Bazar,2000/11/24,31.5
Cox's Bazar,2000/11/25,30.8
Cox's Bazar,2000/11/26,30.6
Cox's Bazar,2000/11/27,31.9
Cox's Bazar,2000/11/28,25.4
Cox's Bazar,2000/11/29,26.4
Cox's Bazar,2000/11/30,29.1
Cox's Bazar,2000/12/01,29.5
Cox's Bazar,2000/12/02,29
Cox's Bazar,2000/12/03,27.2
Cox's Bazar,2000/12/04,28.4
Cox's Bazar,2000/12/05,28.2
Cox's Bazar,2000/12/06,28.3
Cox's Bazar,2000/12/07,29.8
Cox's Bazar,2000/12/08,29.8
Cox's Bazar,2000/12/09,28.5
Cox's Bazar,2000/12/10,28.5
Cox's Bazar,2000/12/11,28.4
Cox's Bazar,2000/12/12,28.5
Cox's Bazar,2000/12/13,27.4
Cox's Bazar,2000/12/14,27.3
Cox's Bazar,2000/12/15,27.5
Cox's Bazar,2000/12/16,28.3
Cox's Bazar,2000/12/17,28.2
Cox's Bazar,2000/12/18,28.4
Cox's Bazar,2000/12/19,28.5
Cox's Bazar,2000/12/20,29.2
Cox's Bazar,2000/12/21,29.7
Cox's Bazar,2000/12/22,28.7
Cox's Bazar,2000/12/23,29.2
Cox's Bazar,2000/12/24,29.5
Cox's Bazar,2000/12/25,30.4
Cox's Bazar,2000/12/26,30.5
Cox's Bazar,2000/12/27,30.5
Cox's Bazar,2000/12/28,30.6
Cox's Bazar,2000/12/29,30
Cox's Bazar,2000/12/30,28.5
Cox's Bazar,2000/12/31,29.3
Cox's Bazar,2001/01/01,29.2
Cox's Bazar,2001/01/02,30.2
Cox's Bazar,2001/01/03,30.5
Cox's Bazar,2001/01/04,28
Cox's Bazar,2001/01/05,25.6
Cox's Bazar,2001/01/06,25.5
Cox's Bazar,2001/01/07,26.5
Cox's Bazar,2001/01/08,26
Cox's Bazar,2001/01/09,26.5
Cox's Bazar,2001/01/10,27
Cox's Bazar,2001/01/11,25.5
Cox's Bazar,2001/01/12,26
Cox's Bazar,2001/01/13,26.6
Cox's Bazar,2001/01/14,28.5
Cox's Bazar,2001/01/15,27.7
Cox's Bazar,2001/01/16,27.8
Cox's Bazar,2001/01/17,27.5
Cox's Bazar,2001/01/18,27
Cox's Bazar,2001/01/19,28.8
Cox's Bazar,2001/01/20,29.8
Cox's Bazar,2001/01/21,30.5
Cox's Bazar,2001/01/22,29.3
Cox's Bazar,2001/01/23,29
Cox's Bazar,2001/01/24,28
Cox's Bazar,2001/01/25,26.8
Cox's Bazar,2001/01/26,25.4
Cox's Bazar,2001/01/27,25.8
Cox's Bazar,2001/01/28,26.5
Cox's Bazar,2001/01/29,27.6
Cox's Bazar,2001/01/30,27.5
Cox's Bazar,2001/01/31,28.2
Cox's Bazar,2001/02/01,28
Cox's Bazar,2001/02/02,29
Cox's Bazar,2001/02/03,30.5
Cox's Bazar,2001/02/04,31.5
Cox's Bazar,2001/02/05,31.7
Cox's Bazar,2001/02/06,32
Cox's Bazar,2001/02/07,28.9
Cox's Bazar,2001/02/08,28.1
Cox's Bazar,2001/02/09,29
Cox's Bazar,2001/02/10,28.7
Cox's Bazar,2001/02/11,29.5
Cox's Bazar,2001/02/12,30.3
Cox's Bazar,2001/02/13,30.5
Cox's Bazar,2001/02/14,31.5
Cox's Bazar,2001/02/15,32.2
Cox's Bazar,2001/02/16,31.5
Cox's Bazar,2001/02/17,32
Cox's Bazar,2001/02/18,32.5
Cox's Bazar,2001/02/19,30.8
Cox's Bazar,2001/02/20,30.6
Cox's Bazar,2001/02/21,30.5
Cox's Bazar,2001/02/22,28.8
Cox's Bazar,2001/02/23,30.8
Cox's Bazar,2001/02/24,30.4
Cox's Bazar,2001/02/25,29.6
Cox's Bazar,2001/02/26,30
Cox's Bazar,2001/02/27,30
Cox's Bazar,2001/02/28,31.3
Cox's Bazar,2001/03/01,33
Cox's Bazar,2001/03/02,33.8
Cox's Bazar,2001/03/03,34.7
Cox's Bazar,2001/03/04,34
Cox's Bazar,2001/03/05,32.7
Cox's Bazar,2001/03/06,31.7
Cox's Bazar,2001/03/07,32
Cox's Bazar,2001/03/08,32.4
Cox's Bazar,2001/03/09,33.5
Cox's Bazar,2001/03/10,32.8
Cox's Bazar,2001/03/11,34.3
Cox's Bazar,2001/03/12,33.2
Cox's Bazar,2001/03/13,35.5
Cox's Bazar,2001/03/14,32
Cox's Bazar,2001/03/15,31
Cox's Bazar,2001/03/16,31.8
Cox's Bazar,2001/03/17,34.4
Cox's Bazar,2001/03/18,35
Cox's Bazar,2001/03/19,33.5
Cox's Bazar,2001/03/20,36.2
Cox's Bazar,2001/03/21,35.7
Cox's Bazar,2001/03/22,33.5
Cox's Bazar,2001/03/23,36
Cox's Bazar,2001/03/24,33.8
Cox's Bazar,2001/03/25,33.5
Cox's Bazar,2001/03/26,34
Cox's Bazar,2001/03/27,33.2
Cox's Bazar,2001/03/28,33
Cox's Bazar,2001/03/29,33.5
Cox's Bazar,2001/03/30,33.6
Cox's Bazar,2001/03/31,34
Cox's Bazar,2001/04/01,34.2
Cox's Bazar,2001/04/02,33.8
Cox's Bazar,2001/04/03,34.5
Cox's Bazar,2001/04/04,35.5
Cox's Bazar,2001/04/05,36.6
Cox's Bazar,2001/04/06,36.7
Cox's Bazar,2001/04/07,34.5
Cox's Bazar,2001/04/08,34.5
Cox's Bazar,2001/04/09,34.3
Cox's Bazar,2001/04/10,34.4
Cox's Bazar,2001/04/11,34.5
Cox's Bazar,2001/04/12,33.8
Cox's Bazar,2001/04/13,34.9
Cox's Bazar,2001/04/14,34
Cox's Bazar,2001/04/15,33.5
Cox's Bazar,2001/04/16,34.5
Cox's Bazar,2001/04/17,34.8
Cox's Bazar,2001/04/18,34.6
Cox's Bazar,2001/04/19,34.5
Cox's Bazar,2001/04/20,35.2
Cox's Bazar,2001/04/21,35.3
Cox's Bazar,2001/04/22,35.2
Cox's Bazar,2001/04/23,35
Cox's Bazar,2001/04/24,35.5
Cox's Bazar,2001/04/25,34.8
Cox's Bazar,2001/04/26,34.8
Cox's Bazar,2001/04/27,34.5
Cox's Bazar,2001/04/28,34.5
Cox's Bazar,2001/04/29,35
Cox's Bazar,2001/04/30,35.6
Cox's Bazar,2001/05/01,35.4
Cox's Bazar,2001/05/02,35.5
Cox's Bazar,2001/05/03,35
Cox's Bazar,2001/05/04,33
Cox's Bazar,2001/05/05,30.6
Cox's Bazar,2001/05/06,33.7
Cox's Bazar,2001/05/07,33.2
Cox's Bazar,2001/05/08,30.2
Cox's Bazar,2001/05/09,33.5
Cox's Bazar,2001/05/10,33.2
Cox's Bazar,2001/05/11,32.2
Cox's Bazar,2001/05/12,26.5
Cox's Bazar,2001/05/13,31.5
Cox's Bazar,2001/05/14,32.5
Cox's Bazar,2001/05/15,33.7
Cox's Bazar,2001/05/16,31
Cox's Bazar,2001/05/17,34.6
Cox's Bazar,2001/05/18,34.6
Cox's Bazar,2001/05/19,35
Cox's Bazar,2001/05/20,35.4
Cox's Bazar,2001/05/21,32.5
Cox's Bazar,2001/05/22,33.4
Cox's Bazar,2001/05/23,30
Cox's Bazar,2001/05/24,30.5
Cox's Bazar,2001/05/25,33
Cox's Bazar,2001/05/26,33.7
Cox's Bazar,2001/05/27,34.1
Cox's Bazar,2001/05/28,34
Cox's Bazar,2001/05/29,34.4
Cox's Bazar,2001/05/30,34.7
Cox's Bazar,2001/05/31,29.5
Cox's Bazar,2001/06/01,33.7
Cox's Bazar,2001/06/02,32.6
Cox's Bazar,2001/06/03,28.5
Cox's Bazar,2001/06/04,26.4
Cox's Bazar,2001/06/05,31.8
Cox's Bazar,2001/06/06,33
Cox's Bazar,2001/06/07,32.5
Cox's Bazar,2001/06/08,32
Cox's Bazar,2001/06/09,32.4
Cox's Bazar,2001/06/10,32.8
Cox's Bazar,2001/06/11,33
Cox's Bazar,2001/06/12,30.5
Cox's Bazar,2001/06/13,29
Cox's Bazar,2001/06/14,30.4
Cox's Bazar,2001/06/15,27
Cox's Bazar,2001/06/16,26.9
Cox's Bazar,2001/06/17,27
Cox's Bazar,2001/06/18,28.5
Cox's Bazar,2001/06/19,31.5
Cox's Bazar,2001/06/20,27.3
Cox's Bazar,2001/06/21,29
Cox's Bazar,2001/06/22,30.7
Cox's Bazar,2001/06/23,31.5
Cox's Bazar,2001/06/24,32.6
Cox's Bazar,2001/06/25,32.7
Cox's Bazar,2001/06/26,32.5
Cox's Bazar,2001/06/27,32.5
Cox's Bazar,2001/06/28,30.5
Cox's Bazar,2001/06/29,27.4
Cox's Bazar,2001/06/30,29.2
Cox's Bazar,2001/07/01,26.5
Cox's Bazar,2001/07/02,30
Cox's Bazar,2001/07/03,30.5
Cox's Bazar,2001/07/04,32.8
Cox's Bazar,2001/07/05,32.5
Cox's Bazar,2001/07/06,32.2
Cox's Bazar,2001/07/07,32.5
Cox's Bazar,2001/07/08,32.6
Cox's Bazar,2001/07/09,29.4
Cox's Bazar,2001/07/10,28
Cox's Bazar,2001/07/11,30.2
Cox's Bazar,2001/07/12,30.5
Cox's Bazar,2001/07/13,31.2
Cox's Bazar,2001/07/14,32.1
Cox's Bazar,2001/07/15,32.5
Cox's Bazar,2001/07/16,32.4
Cox's Bazar,2001/07/17,32.3
Cox's Bazar,2001/07/18,31.6
Cox's Bazar,2001/07/19,31.8
Cox's Bazar,2001/07/20,29.2
Cox's Bazar,2001/07/21,31.5
Cox's Bazar,2001/07/22,30
Cox's Bazar,2001/07/23,31
Cox's Bazar,2001/07/24,30.9
Cox's Bazar,2001/07/25,31.2
Cox's Bazar,2001/07/26,30.5
Cox's Bazar,2001/07/27,30
Cox's Bazar,2001/07/28,32.4
Cox's Bazar,2001/07/29,32.8
Cox's Bazar,2001/07/30,33.8
Cox's Bazar,2001/07/31,31.2
Cox's Bazar,2001/08/01,31.5
Cox's Bazar,2001/08/02,29
Cox's Bazar,2001/08/03,29.9
Cox's Bazar,2001/08/04,30.7
Cox's Bazar,2001/08/05,32.5
Cox's Bazar,2001/08/06,33.4
Cox's Bazar,2001/08/07,32.8
Cox's Bazar,2001/08/08,31.8
Cox's Bazar,2001/08/09,31.5
Cox's Bazar,2001/08/10,32.4
Cox's Bazar,2001/08/11,33.3
Cox's Bazar,2001/08/12,33.2
Cox's Bazar,2001/08/13,29.9
Cox's Bazar,2001/08/14,30.8
Cox's Bazar,2001/08/15,30.5
Cox's Bazar,2001/08/16,31.5
Cox's Bazar,2001/08/17,31.8
Cox's Bazar,2001/08/18,33.5
Cox's Bazar,2001/08/19,33.7
Cox's Bazar,2001/08/20,33.8
Cox's Bazar,2001/08/21,32.5
Cox's Bazar,2001/08/22,32.4
Cox's Bazar,2001/08/23,33.3
Cox's Bazar,2001/08/24,31.7
Cox's Bazar,2001/08/25,31.8
Cox's Bazar,2001/08/26,31.4
Cox's Bazar,2001/08/27,32.8
Cox's Bazar,2001/08/28,33.2
Cox's Bazar,2001/08/29,34.1
Cox's Bazar,2001/08/30,32.7
Cox's Bazar,2001/08/31,33.5
Cox's Bazar,2001/09/01,33.3
Cox's Bazar,2001/09/02,33
Cox's Bazar,2001/09/03,33
Cox's Bazar,2001/09/04,32.8
Cox's Bazar,2001/09/05,32
Cox's Bazar,2001/09/06,30.6
Cox's Bazar,2001/09/07,32.8
Cox's Bazar,2001/09/08,32.5
Cox's Bazar,2001/09/09,30.2
Cox's Bazar,2001/09/10,32
Cox's Bazar,2001/09/11,31.5
Cox's Bazar,2001/09/12,32.4
Cox's Bazar,2001/09/13,32.2
Cox's Bazar,2001/09/14,33
Cox's Bazar,2001/09/15,33.6
Cox's Bazar,2001/09/16,29.2
Cox's Bazar,2001/09/17,29.5
Cox's Bazar,2001/09/18,29.4
Cox's Bazar,2001/09/19,27.5
Cox's Bazar,2001/09/20,32
Cox's Bazar,2001/09/21,32.8
Cox's Bazar,2001/09/22,33.7
Cox's Bazar,2001/09/23,32.6
Cox's Bazar,2001/09/24,32.8
Cox's Bazar,2001/09/25,33.9
Cox's Bazar,2001/09/26,34.9
Cox's Bazar,2001/09/27,33.7
Cox's Bazar,2001/09/28,36
Cox's Bazar,2001/09/29,35.7
Cox's Bazar,2001/09/30,34.3
Cox's Bazar,2001/10/01,33.7
Cox's Bazar,2001/10/02,33.3
Cox's Bazar,2001/10/03,32.8
Cox's Bazar,2001/10/04,33
Cox's Bazar,2001/10/05,34.6
Cox's Bazar,2001/10/06,34.2
Cox's Bazar,2001/10/07,34
Cox's Bazar,2001/10/08,34.4
Cox's Bazar,2001/10/09,35.2
Cox's Bazar,2001/10/10,29
Cox's Bazar,2001/10/11,33
Cox's Bazar,2001/10/12,33.5
Cox's Bazar,2001/10/13,34.2
Cox's Bazar,2001/10/14,33.7
Cox's Bazar,2001/10/15,34.2
Cox's Bazar,2001/10/16,34.8
Cox's Bazar,2001/10/17,34.2
Cox's Bazar,2001/10/18,33.3
Cox's Bazar,2001/10/19,32.5
Cox's Bazar,2001/10/20,33
Cox's Bazar,2001/10/21,34
Cox's Bazar,2001/10/22,35.2
Cox's Bazar,2001/10/23,35.3
Cox's Bazar,2001/10/24,35.2
Cox's Bazar,2001/10/25,34.4
Cox's Bazar,2001/10/26,33.7
Cox's Bazar,2001/10/27,26.3
Cox's Bazar,2001/10/28,24.6
Cox's Bazar,2001/10/29,27.7
Cox's Bazar,2001/10/30,26.8
Cox's Bazar,2001/10/31,27.8
Cox's Bazar,2001/11/01,28.3
Cox's Bazar,2001/11/02,31.5
Cox's Bazar,2001/11/03,31.4
Cox's Bazar,2001/11/04,31
Cox's Bazar,2001/11/05,32.6
Cox's Bazar,2001/11/06,33.5
Cox's Bazar,2001/11/07,30.7
Cox's Bazar,2001/11/08,28.5
Cox's Bazar,2001/11/09,33.5
Cox's Bazar,2001/11/10,28.5
Cox's Bazar,2001/11/11,26
Cox's Bazar,2001/11/12,26.5
Cox's Bazar,2001/11/13,31.6
Cox's Bazar,2001/11/14,31.4
Cox's Bazar,2001/11/15,32
Cox's Bazar,2001/11/16,31.8
Cox's Bazar,2001/11/17,31.5
Cox's Bazar,2001/11/18,31
Cox's Bazar,2001/11/19,30.8
Cox's Bazar,2001/11/20,30.6
Cox's Bazar,2001/11/21,30.5
Cox's Bazar,2001/11/22,30.3
Cox's Bazar,2001/11/23,30.2
Cox's Bazar,2001/11/24,29.5
Cox's Bazar,2001/11/25,30
Cox's Bazar,2001/11/26,30.4
Cox's Bazar,2001/11/27,31.3
Cox's Bazar,2001/11/28,30.3
Cox's Bazar,2001/11/29,29.5
Cox's Bazar,2001/11/30,28.5
Cox's Bazar,2001/12/01,28
Cox's Bazar,2001/12/02,27.8
Cox's Bazar,2001/12/03,28
Cox's Bazar,2001/12/04,27.9
Cox's Bazar,2001/12/05,28.4
Cox's Bazar,2001/12/06,29
Cox's Bazar,2001/12/07,28.5
Cox's Bazar,2001/12/08,29.1
Cox's Bazar,2001/12/09,29
Cox's Bazar,2001/12/10,29.5
Cox's Bazar,2001/12/11,28.4
Cox's Bazar,2001/12/12,27.7
Cox's Bazar,2001/12/13,28.5
Cox's Bazar,2001/12/14,28
Cox's Bazar,2001/12/15,29.5
Cox's Bazar,2001/12/16,28.6
Cox's Bazar,2001/12/17,28.2
Cox's Bazar,2001/12/18,27.7
Cox's Bazar,2001/12/19,29
Cox's Bazar,2001/12/20,27.2
Cox's Bazar,2001/12/21,27.5
Cox's Bazar,2001/12/22,26.7
Cox's Bazar,2001/12/23,27.7
Cox's Bazar,2001/12/24,27
Cox's Bazar,2001/12/25,27.8
Cox's Bazar,2001/12/26,28
Cox's Bazar,2001/12/27,27.7
Cox's Bazar,2001/12/28,28.3
Cox's Bazar,2001/12/29,29.6
Cox's Bazar,2001/12/30,28
Cox's Bazar,2001/12/31,26.7
Cox's Bazar,2002/01/01,27.2
Cox's Bazar,2002/01/02,28.5
Cox's Bazar,2002/01/03,29.4
Cox's Bazar,2002/01/04,29.5
Cox's Bazar,2002/01/05,29.4
Cox's Bazar,2002/01/06,28.2
Cox's Bazar,2002/01/07,27.9
Cox's Bazar,2002/01/08,23.5
Cox's Bazar,2002/01/09,26.8
Cox's Bazar,2002/01/10,27
Cox's Bazar,2002/01/11,26.3
Cox's Bazar,2002/01/12,26.8
Cox's Bazar,2002/01/13,28.3
Cox's Bazar,2002/01/14,28.3
Cox's Bazar,2002/01/15,28.5
Cox's Bazar,2002/01/16,28.8
Cox's Bazar,2002/01/17,29.4
Cox's Bazar,2002/01/18,28
Cox's Bazar,2002/01/19,27.5
Cox's Bazar,2002/01/20,29.6
Cox's Bazar,2002/01/21,29.4
Cox's Bazar,2002/01/22,30.5
Cox's Bazar,2002/01/23,29.5
Cox's Bazar,2002/01/24,27.2
Cox's Bazar,2002/01/25,27.8
Cox's Bazar,2002/01/26,26.8
Cox's Bazar,2002/01/27,28
Cox's Bazar,2002/01/28,29
Cox's Bazar,2002/01/29,25.2
Cox's Bazar,2002/01/30,25.7
Cox's Bazar,2002/01/31,26.6
Cox's Bazar,2002/02/01,26
Cox's Bazar,2002/02/02,27
Cox's Bazar,2002/02/03,26.2
Cox's Bazar,2002/02/04,27.4
Cox's Bazar,2002/02/05,27.5
Cox's Bazar,2002/02/06,28.1
Cox's Bazar,2002/02/07,30
Cox's Bazar,2002/02/08,29.2
Cox's Bazar,2002/02/09,33
Cox's Bazar,2002/02/10,32.8
Cox's Bazar,2002/02/11,33
Cox's Bazar,2002/02/12,34.8
Cox's Bazar,2002/02/13,31.8
Cox's Bazar,2002/02/14,27.6
Cox's Bazar,2002/02/15,28
Cox's Bazar,2002/02/16,29
Cox's Bazar,2002/02/17,31
Cox's Bazar,2002/02/18,31.2
Cox's Bazar,2002/02/19,31.5
Cox's Bazar,2002/02/20,32.6
Cox's Bazar,2002/02/21,32
Cox's Bazar,2002/02/22,33
Cox's Bazar,2002/02/23,32.2
Cox's Bazar,2002/02/24,33.5
Cox's Bazar,2002/02/25,34.8
Cox's Bazar,2002/02/26,32.5
Cox's Bazar,2002/02/27,32.3
Cox's Bazar,2002/02/28,31.6
Cox's Bazar,2002/03/01,32.5
Cox's Bazar,2002/03/02,32
Cox's Bazar,2002/03/03,33
Cox's Bazar,2002/03/04,32.5
Cox's Bazar,2002/03/05,33
Cox's Bazar,2002/03/06,33.4
Cox's Bazar,2002/03/07,33.5
Cox's Bazar,2002/03/08,33.8
Cox's Bazar,2002/03/09,33.2
Cox's Bazar,2002/03/10,32.5
Cox's Bazar,2002/03/11,31
Cox's Bazar,2002/03/12,31.6
Cox's Bazar,2002/03/13,32
Cox's Bazar,2002/03/14,33.5
Cox's Bazar,2002/03/15,35.4
Cox's Bazar,2002/03/16,35.1
Cox's Bazar,2002/03/17,36
Cox's Bazar,2002/03/18,36.2
Cox's Bazar,2002/03/19,35.5
Cox's Bazar,2002/03/20,33.5
Cox's Bazar,2002/03/21,35.4
Cox's Bazar,2002/03/22,33.4
Cox's Bazar,2002/03/23,32
Cox's Bazar,2002/03/24,31.1
Cox's Bazar,2002/03/25,31.6
Cox's Bazar,2002/03/26,31.9
Cox's Bazar,2002/03/27,31.5
Cox's Bazar,2002/03/28,32.8
Cox's Bazar,2002/03/29,32.3
Cox's Bazar,2002/03/30,34
Cox's Bazar,2002/03/31,32
Cox's Bazar,2002/04/01,32.3
Cox's Bazar,2002/04/02,32.1
Cox's Bazar,2002/04/03,28.5
Cox's Bazar,2002/04/04,31.5
Cox's Bazar,2002/04/05,32
Cox's Bazar,2002/04/06,34
Cox's Bazar,2002/04/07,33.2
Cox's Bazar,2002/04/08,32.4
Cox's Bazar,2002/04/09,32.7
Cox's Bazar,2002/04/10,32.9
Cox's Bazar,2002/04/11,30.2
Cox's Bazar,2002/04/12,33.2
Cox's Bazar,2002/04/13,33.5
Cox's Bazar,2002/04/14,33.2
Cox's Bazar,2002/04/15,32
Cox's Bazar,2002/04/16,32.1
Cox's Bazar,2002/04/17,32.8
Cox's Bazar,2002/04/18,32.6
Cox's Bazar,2002/04/19,33
Cox's Bazar,2002/04/20,32.4
Cox's Bazar,2002/04/21,33.4
Cox's Bazar,2002/04/22,32.4
Cox's Bazar,2002/04/23,33.1
Cox's Bazar,2002/04/24,33.5
Cox's Bazar,2002/04/25,33.4
Cox's Bazar,2002/04/26,33.5
