sunshine_station_name,record_date,sunshine_hours
Chandpur,2006/07/10,6.8
Chandpur,2007/07/10,0
Chandpur,2008/07/10,5.5
Chandpur,2009/07/10,3.6
Chandpur,2010/07/10,0
Chandpur,2011/07/10,5.7
Chandpur,2012/07/10,8.5
Chandpur,2013/07/10,0.7
Chandpur,2014/07/10,7
Chandpur,2015/07/10,4.5
Chandpur,2016/07/10,0.4
Chandpur,2018/07/10,9
Chandpur,2019/07/10,3.1
Chandpur,1977/07/11,9.4
Chandpur,1979/07/11,8.9
Chandpur,1981/07/11,10.3
Chandpur,1982/07/11,0.9
Chandpur,1986/07/11,8.2
Chandpur,1988/07/11,8.8
Chandpur,1989/07/11,7.6
Chandpur,1990/07/11,3.3
Chandpur,1991/07/11,7.4
Chandpur,1992/07/11,7.9
Chandpur,1993/07/11,5.9
Chandpur,1994/07/11,3.3
Chandpur,1995/07/11,9.2
Chandpur,1996/07/11,6.3
Chandpur,1997/07/11,9.4
Chandpur,1998/07/11,9.3
Chandpur,1999/07/11,9.6
Chandpur,2000/07/11,7.4
Chandpur,2001/07/11,0.3
Chandpur,2002/07/11,4.6
Chandpur,2003/07/11,7.6
Chandpur,2005/07/11,9.9
Chandpur,2006/07/11,1.5
Chandpur,2007/07/11,3.7
Chandpur,2008/07/11,7.2
Chandpur,2009/07/11,7.5
Chandpur,2010/07/11,5.5
Chandpur,2011/07/11,4.5
Chandpur,2012/07/11,4.3
Chandpur,2013/07/11,9
Chandpur,2014/07/11,7.9
Chandpur,2015/07/11,6.8
Chandpur,2016/07/11,5.2
Chandpur,2018/07/11,4.9
Chandpur,2019/07/11,6.3
Chandpur,1977/07/12,7.7
Chandpur,1979/07/12,4.5
Chandpur,1981/07/12,0.8
Chandpur,1982/07/12,7.1
Chandpur,1983/07/12,8.2
Chandpur,1986/07/12,7.6
Chandpur,1987/07/12,8.3
Chandpur,1988/07/12,7.3
Chandpur,1989/07/12,7.2
Chandpur,1990/07/12,8.7
Chandpur,1991/07/12,7.1
Chandpur,1992/07/12,7.7
Chandpur,1993/07/12,8.1
Chandpur,1994/07/12,7
Chandpur,1995/07/12,3.5
Chandpur,1996/07/12,8.7
Chandpur,1997/07/12,9.2
Chandpur,1998/07/12,8
Chandpur,1999/07/12,9
Chandpur,2000/07/12,8.4
Chandpur,2001/07/12,7.5
Chandpur,2002/07/12,5.7
Chandpur,2003/07/12,0
Chandpur,2005/07/12,8.2
Chandpur,2006/07/12,6.7
Chandpur,2007/07/12,6.2
Chandpur,2008/07/12,4.9
Chandpur,2009/07/12,2.5
Chandpur,2010/07/12,0
Chandpur,2011/07/12,6.2
Chandpur,2012/07/12,6.7
Chandpur,2013/07/12,7.9
Chandpur,2014/07/12,0
Chandpur,2015/07/12,0
Chandpur,2016/07/12,6.8
Chandpur,2018/07/12,5.6
Chandpur,2019/07/12,7.1
Chandpur,1979/08/01,8.2
Chandpur,1980/08/01,4.6
Chandpur,1981/08/01,5.2
Chandpur,1982/08/01,4
Chandpur,1983/08/01,3.8
Chandpur,1984/08/01,6.3
Chandpur,1987/08/01,6.9
Chandpur,1990/08/01,7.4
Chandpur,1991/08/01,7.8
Chandpur,1992/08/01,5.4
Chandpur,1993/08/01,5.8
Chandpur,1994/08/01,6
Chandpur,1995/08/01,1.6
Chandpur,1996/08/01,8
Chandpur,1997/08/01,7.6
Chandpur,1998/08/01,0
Chandpur,1999/08/01,3.9
Chandpur,2000/08/01,6.1
Chandpur,2001/08/01,7.4
Chandpur,2002/08/01,2.5
Chandpur,2003/08/01,0.6
Chandpur,2004/08/01,7
Chandpur,2006/08/01,2.1
Chandpur,2007/08/01,5
Chandpur,2008/08/01,8
Chandpur,2009/08/01,2.6
Chandpur,2010/08/01,6.5
Chandpur,2011/08/01,5.1
Chandpur,2012/08/01,0.9
Chandpur,2013/08/01,5.9
Chandpur,2014/08/01,6.8
Chandpur,2015/08/01,3.5
Chandpur,2016/08/01,0.6
Chandpur,2018/08/01,6.7
Chandpur,2019/08/01,7.3
Chandpur,1979/08/02,8.4
Chandpur,1981/08/02,8.2
Chandpur,1982/08/02,4.9
Chandpur,1983/08/02,5.4
Chandpur,1987/08/02,9.2
Chandpur,1989/08/02,6.4
Chandpur,1990/08/02,6.9
Chandpur,1991/08/02,7.7
Chandpur,1992/08/02,4.4
Chandpur,1993/08/02,7.4
Chandpur,1994/08/02,8.2
Chandpur,1995/08/02,7.2
Chandpur,1996/08/02,5.8
Chandpur,1998/08/02,7.8
Chandpur,1999/08/02,8.6
Chandpur,2000/08/02,8
Chandpur,2001/08/02,9
Chandpur,2002/08/02,6.4
Chandpur,2003/08/02,7.3
Chandpur,2004/08/02,4.9
Chandpur,2006/08/02,8.8
Chandpur,2007/08/02,9.9
Chandpur,2008/08/02,3.6
Chandpur,2009/08/02,1
Chandpur,2010/08/02,2.9
Chandpur,2011/08/02,7.1
Chandpur,2012/08/02,4.5
Chandpur,2013/08/02,4.4
Chandpur,2014/08/02,6.1
Chandpur,2015/08/02,3.9
Chandpur,2016/08/02,5.7
Chandpur,2018/08/02,0.5
Chandpur,2019/08/02,6.8
Chandpur,1979/08/03,9.2
Chandpur,1980/08/03,9
Chandpur,1981/08/03,8
Chandpur,1982/08/03,8.7
Chandpur,1983/08/03,7.5
Chandpur,1984/08/03,9.4
Chandpur,1987/08/03,7
Chandpur,1988/08/03,7.7
Chandpur,1989/08/03,6.4
Chandpur,1990/08/03,7
Chandpur,1991/08/03,7.2
Chandpur,1992/08/03,5.8
Chandpur,1993/08/03,8.2
Chandpur,1994/08/03,6.2
Chandpur,1995/08/03,8.8
Chandpur,1996/08/03,9.3
Chandpur,1997/08/03,7.5
Chandpur,1998/08/03,9.6
Chandpur,1999/08/03,8.9
Chandpur,2000/08/03,6.5
Chandpur,2001/08/03,8.7
Chandpur,2002/08/03,9.4
Chandpur,2003/08/03,8.9
Chandpur,2004/08/03,6.1
Chandpur,2005/08/03,5.5
Chandpur,2006/08/03,9
Chandpur,2007/08/03,9.1
Chandpur,2008/08/03,5
Chandpur,2009/08/03,6.7
Chandpur,2010/08/03,5
Chandpur,2011/08/03,9.4
Chandpur,2012/08/03,6.3
Chandpur,2013/08/03,8.5
Chandpur,2014/08/03,8.4
Chandpur,2015/08/03,8.7
Chandpur,2016/08/03,6.6
Chandpur,2018/08/03,8.8
Chandpur,2019/08/03,8.5
Chandpur,1977/08/04,5.5
Chandpur,1979/08/04,9.7
Chandpur,1980/08/04,10.2
Chandpur,1981/08/04,7.7
Chandpur,1982/08/04,8.7
Chandpur,1983/08/04,5.3
Chandpur,1984/08/04,3.2
Chandpur,1987/08/04,8.7
Chandpur,1988/08/04,6.8
Chandpur,1989/08/04,7.2
Chandpur,1990/08/04,6.2
Chandpur,1991/08/04,7.3
Chandpur,1992/08/04,8.2
Chandpur,1993/08/04,2.5
Chandpur,1994/08/04,7.4
Chandpur,1995/08/04,7.5
Chandpur,1996/08/04,8.4
Chandpur,1997/08/04,4.6
Chandpur,1998/08/04,6.7
Chandpur,1999/08/04,9.3
Chandpur,2000/08/04,8.7
Chandpur,2001/08/04,9.7
Chandpur,2002/08/04,8.7
Chandpur,2003/08/04,9.2
Chandpur,2004/08/04,6.2
Chandpur,2005/08/04,8.4
Chandpur,2006/08/04,9.2
Chandpur,2007/08/04,7.3
Chandpur,2008/08/04,10.6
Chandpur,2009/08/04,9
Chandpur,2010/08/04,4.3
Chandpur,2011/08/04,9.4
Chandpur,2012/08/04,6.1
Chandpur,2013/08/04,9.1
Chandpur,2014/08/04,5.6
Chandpur,2015/08/04,6.6
Chandpur,2016/08/04,7.2
Chandpur,2018/08/04,5
Chandpur,2019/08/04,7.3
Chandpur,1979/08/05,9.5
Chandpur,1980/08/05,4.4
Chandpur,1981/08/05,5.8
Chandpur,1982/08/05,6.4
Chandpur,1983/08/05,4.8
Chandpur,1984/08/05,1.5
Chandpur,1987/08/05,9.7
Chandpur,1988/08/05,7.3
Chandpur,1989/08/05,9.7
Chandpur,1990/08/05,3.9
Chandpur,1991/08/05,6.8
Chandpur,1992/08/05,8.4
Chandpur,1993/08/05,5.4
Chandpur,1994/08/05,3.7
Chandpur,1995/08/05,3.7
Chandpur,1996/08/05,6.2
Chandpur,1997/08/05,10.5
Chandpur,1998/08/05,7.4
Chandpur,1999/08/05,3.3
Chandpur,2000/08/05,8.1
Chandpur,2001/08/05,0
Chandpur,2002/08/05,2
Chandpur,2003/08/05,8.1
Chandpur,2004/08/05,9.1
Chandpur,2005/08/05,5.6
Chandpur,2006/08/05,9.5
Chandpur,2007/08/05,10.2
Chandpur,2008/08/05,10.5
Chandpur,2009/08/05,7.5
Chandpur,2010/08/05,4.9
Chandpur,2011/08/05,7.3
Chandpur,2012/08/05,10
Chandpur,2013/08/05,0.5
Chandpur,2014/08/05,6.5
Chandpur,2015/08/05,7.1
Chandpur,2016/08/05,7.6
Chandpur,2018/08/05,4.8
Chandpur,2019/08/05,8.8
Chandpur,1979/08/06,0.9
Chandpur,1980/08/06,4.5
Chandpur,1981/08/06,0
Chandpur,1982/08/06,2.2
Chandpur,1983/08/06,6.6
Chandpur,1984/08/06,3.8
Chandpur,1987/08/06,3.7
Chandpur,1988/08/06,6.1
Chandpur,1989/08/06,7.6
Chandpur,1991/08/06,3
Chandpur,1992/08/06,5.3
Chandpur,1993/08/06,4.2
Chandpur,1994/08/06,1
Chandpur,1996/08/06,5.2
Chandpur,1997/08/06,2.7
Chandpur,1998/08/06,5.3
Chandpur,1999/08/06,7.7
Chandpur,2000/08/06,4.1
Chandpur,2001/08/06,3.2
Chandpur,2002/08/06,0.6
Chandpur,2003/08/06,3
Chandpur,2004/08/06,9.5
Chandpur,2005/08/06,4.8
Chandpur,2006/08/06,1
Chandpur,2007/08/06,0
Chandpur,2008/08/06,0.2
Chandpur,2009/08/06,1.4
Chandpur,2010/08/06,2.5
Chandpur,2011/08/06,0.1
Chandpur,2012/08/06,8.6
Chandpur,2013/08/06,0
Chandpur,2014/08/06,9.4
Chandpur,2015/08/06,9.5
Chandpur,2016/08/06,5.6
Chandpur,2018/08/06,7.9
Chandpur,2019/08/06,3.7
Chandpur,1979/08/07,8.9
Chandpur,1980/08/07,2.6
Chandpur,1981/08/07,7.2
Chandpur,1982/08/07,8
Chandpur,1983/08/07,5.2
Chandpur,1988/08/07,1.4
Chandpur,1989/08/07,6.2
Chandpur,1990/08/07,0
Chandpur,1991/08/07,5.5
Chandpur,1992/08/07,3.4
Chandpur,1993/08/07,4.5
Chandpur,1994/08/07,5.4
Chandpur,1995/08/07,6.3
Chandpur,1996/08/07,0
Chandpur,1997/08/07,3.8
Chandpur,1998/08/07,1.8
Chandpur,1999/08/07,5.5
Chandpur,2000/08/07,1.8
Chandpur,2001/08/07,8.3
Chandpur,2002/08/07,0.1
Chandpur,2003/08/07,1.2
Chandpur,2006/08/07,0
Chandpur,2007/08/07,4.7
Chandpur,2008/08/07,0
Chandpur,2009/08/07,5.9
Chandpur,2010/08/07,9.2
Chandpur,2011/08/07,9.4
Chandpur,2012/08/07,4.4
Chandpur,2013/08/07,7.1
Chandpur,2014/08/07,4.4
Chandpur,2015/08/07,1.2
Chandpur,2016/08/07,7.5
Chandpur,2018/08/07,5.3
Chandpur,2019/08/07,0
Chandpur,1979/08/08,2.3
Chandpur,1980/08/08,4.5
Chandpur,1981/08/08,2.2
Chandpur,1982/08/08,0.9
Chandpur,1987/08/08,10.1
Chandpur,1988/08/08,1.6
Chandpur,1989/08/08,3.4
Chandpur,1990/08/08,3.5
Chandpur,1991/08/08,5.6
Chandpur,1994/08/08,6.7
Chandpur,1995/08/08,0.5
Chandpur,1996/08/08,0
Chandpur,1997/08/08,1.9
Chandpur,1998/08/08,1.5
Chandpur,1999/08/08,4.1
Chandpur,2000/08/08,1.7
Chandpur,2001/08/08,4.2
Chandpur,2002/08/08,6.8
Chandpur,2003/08/08,5.5
Chandpur,2005/08/08,0
Chandpur,2006/08/08,2.8
Chandpur,2007/08/08,8.1
Chandpur,2008/08/08,9.9
Chandpur,2009/08/08,7.1
Chandpur,2010/08/08,9.3
Chandpur,2011/08/08,0
Chandpur,2012/08/08,4
Chandpur,2013/08/08,2.4
Chandpur,2014/08/08,7.1
Chandpur,2015/08/08,0.9
Chandpur,2016/08/08,6.7
Chandpur,2018/08/08,9.3
Chandpur,2019/08/08,2.2
Chandpur,1977/08/09,6.8
Chandpur,1979/08/09,6.6
Chandpur,1980/08/09,8.6
Chandpur,1981/08/09,0.3
Chandpur,1982/08/09,7.1
Chandpur,1983/08/09,6
Chandpur,1986/08/09,1.9
Chandpur,1987/08/09,5.7
Chandpur,1988/08/09,0.1
Chandpur,1989/08/09,1.6
Chandpur,1990/08/09,7.2
Chandpur,1991/08/09,0
Chandpur,1992/08/09,3.6
Chandpur,1993/08/09,5.6
Chandpur,1994/08/09,3.2
Chandpur,1995/08/09,7.7
Chandpur,1996/08/09,9.5
Chandpur,1997/08/09,1.1
Chandpur,1998/08/09,0
Chandpur,1999/08/09,4.5
Chandpur,2000/08/09,5.3
Chandpur,2001/08/09,8.5
Chandpur,2002/08/09,5.9
Chandpur,2003/08/09,2.2
Chandpur,2005/08/09,5.4
Chandpur,2006/08/09,7.3
Chandpur,2007/08/09,0
Chandpur,2008/08/09,4.7
Chandpur,2009/08/09,0
Chandpur,2010/08/09,6.4
Chandpur,2011/08/09,0
Chandpur,2012/08/09,4.4
Chandpur,2013/08/09,0
Chandpur,2014/08/09,2.7
Chandpur,2015/08/09,3
Chandpur,2016/08/09,6.2
Chandpur,2018/08/09,8.6
Chandpur,2019/08/09,2.3
Chandpur,1979/08/10,9.5
Chandpur,1980/08/10,7.8
Chandpur,1981/08/10,10.3
Chandpur,1982/08/10,6.9
Chandpur,1983/08/10,3.5
Chandpur,1986/08/10,0
Chandpur,1987/08/10,4.5
Chandpur,1988/08/10,7.7
Chandpur,1989/08/10,0
Chandpur,1990/08/10,0
Chandpur,1991/08/10,2.6
Chandpur,1992/08/10,6.8
Chandpur,1993/08/10,4.9
Chandpur,1994/08/10,7.1
Chandpur,1995/08/10,0.4
Chandpur,1996/08/10,7.2
Chandpur,1997/08/10,4.2
Chandpur,1998/08/10,8.4
Chandpur,1999/08/10,1.8
Chandpur,2000/08/10,8.5
Chandpur,2001/08/10,7.5
Chandpur,2002/08/10,8
Chandpur,2003/08/10,0
Chandpur,2005/08/10,7
Chandpur,2006/08/10,7.4
Chandpur,2007/08/10,0
Chandpur,2008/08/10,7.2
Chandpur,2009/08/10,0.1
Chandpur,2010/08/10,0
Chandpur,2011/08/10,8.3
Chandpur,2012/08/10,4.6
Chandpur,2013/08/10,0
Chandpur,2014/08/10,7
Chandpur,2015/08/10,0
Chandpur,2016/08/10,3.3
Chandpur,2018/08/10,7.2
Chandpur,2019/08/10,6
Chandpur,1977/08/11,9.3
Chandpur,1979/08/11,8.5
Chandpur,1981/08/11,9.1
Chandpur,1982/08/11,6.3
Chandpur,1986/08/11,0.1
Chandpur,1988/08/11,9
Chandpur,1989/08/11,8.6
Chandpur,1990/08/11,3.7
Chandpur,1991/08/11,7.6
Chandpur,1992/08/11,7.8
Chandpur,1993/08/11,6.9
Chandpur,1994/08/11,0
Chandpur,1995/08/11,6.7
Chandpur,1996/08/11,9.1
Chandpur,1997/08/11,8.1
Chandpur,1998/08/11,9.3
Chandpur,1999/08/11,9.4
Chandpur,2000/08/11,7.4
Chandpur,2001/08/11,1.5
Chandpur,2002/08/11,6.7
Chandpur,2003/08/11,8.2
Chandpur,2005/08/11,0
Chandpur,2006/08/11,1.3
Chandpur,2007/08/11,5.5
Chandpur,2008/08/11,7.8
Chandpur,2009/08/11,8.1
Chandpur,2010/08/11,8.9
Chandpur,2011/08/11,8.7
Chandpur,2012/08/11,2.6
Chandpur,2013/08/11,9
Chandpur,2014/08/11,6.4
Chandpur,2015/08/11,6.9
Chandpur,2016/08/11,6.8
Chandpur,2018/08/11,5.7
Chandpur,2019/08/11,0
Chandpur,1977/08/12,7.9
Chandpur,1979/08/12,7.3
Chandpur,1981/08/12,0
Chandpur,1982/08/12,5.8
Chandpur,1983/08/12,7
Chandpur,1986/08/12,8.3
Chandpur,1987/08/12,7.8
Chandpur,1988/08/12,7.2
Chandpur,1989/08/12,7.2
Chandpur,1990/08/12,7.7
Chandpur,1991/08/12,6.8
Chandpur,1992/08/12,8
Chandpur,1993/08/12,7
Chandpur,1994/08/12,6.5
Chandpur,1995/08/12,5.8
Chandpur,1996/08/12,8.1
Chandpur,1997/08/12,6
Chandpur,1998/08/12,6.9
Chandpur,1999/08/12,9.2
Chandpur,2000/08/12,8.7
Chandpur,2001/08/12,5.2
Chandpur,2002/08/12,4.6
Chandpur,2003/08/12,8
Chandpur,2005/08/12,9.2
Chandpur,2006/08/12,6.3
Chandpur,2007/08/12,6.1
Chandpur,2008/08/12,4.8
Chandpur,2009/08/12,1.5
Chandpur,2010/08/12,0
Chandpur,2011/08/12,6.3
Chandpur,2012/08/12,3.9
Chandpur,2013/08/12,1
Chandpur,2014/08/12,3.3
Chandpur,2015/08/12,0
Chandpur,2016/08/12,7.2
Chandpur,2018/08/12,6.6
Chandpur,2019/08/12,5.4
Chandpur,1979/09/01,9.1
Chandpur,1980/09/01,6.1
Chandpur,1981/09/01,5.6
Chandpur,1982/09/01,4.1
Chandpur,1983/09/01,0.4
Chandpur,1984/09/01,6.4
Chandpur,1987/09/01,7
Chandpur,1990/09/01,7.4
Chandpur,1991/09/01,6.9
Chandpur,1992/09/01,5.7
Chandpur,1993/09/01,5.1
Chandpur,1994/09/01,6.4
Chandpur,1995/09/01,0
Chandpur,1996/09/01,8
Chandpur,1997/09/01,3
Chandpur,1998/09/01,0
Chandpur,1999/09/01,5.9
Chandpur,2000/09/01,7.4
Chandpur,2001/09/01,5
Chandpur,2002/09/01,7.2
Chandpur,2003/09/01,0
Chandpur,2004/09/01,5.7
Chandpur,2006/09/01,0
Chandpur,2007/09/01,0
Chandpur,2008/09/01,8
Chandpur,2009/09/01,3.5
Chandpur,2010/09/01,4.8
Chandpur,2011/09/01,4.2
Chandpur,2012/09/01,0
Chandpur,2013/09/01,4.8
Chandpur,2014/09/01,4.5
Chandpur,2015/09/01,0
Chandpur,2016/09/01,1.7
Chandpur,2018/09/01,6
Chandpur,2019/09/01,7.4
Chandpur,1979/09/02,8.1
Chandpur,1981/09/02,2.3
Chandpur,1982/09/02,8.1
Chandpur,1983/09/02,2.4
Chandpur,1987/09/02,8.9
Chandpur,1989/09/02,7.9
Chandpur,1990/09/02,4.9
Chandpur,1991/09/02,8
Chandpur,1992/09/02,4.5
Chandpur,1993/09/02,6.5
Chandpur,1994/09/02,0
Chandpur,1995/09/02,6.3
Chandpur,1996/09/02,8.5
Chandpur,1998/09/02,8
Chandpur,1999/09/02,1.1
Chandpur,2000/09/02,4
Chandpur,2001/09/02,8.8
Chandpur,2002/09/02,8.2
Chandpur,2003/09/02,8.1
Chandpur,2004/09/02,7.6
Chandpur,2006/09/02,6.9
Chandpur,2007/09/02,3.1
Chandpur,2008/09/02,0
Chandpur,2009/09/02,4.3
Chandpur,2010/09/02,0.4
Chandpur,2011/09/02,6.5
Chandpur,2012/09/02,4.6
Chandpur,2013/09/02,9
Chandpur,2014/09/02,5
Chandpur,2015/09/02,4.3
Chandpur,2016/09/02,0
Chandpur,2018/09/02,5.3
Chandpur,2019/09/02,7.6
Chandpur,1979/09/03,9.2
Chandpur,1980/09/03,5.2
Chandpur,1981/09/03,5.1
Chandpur,1982/09/03,8.4
Chandpur,1983/09/03,5.6
Chandpur,1984/09/03,9
Chandpur,1987/09/03,4.6
Chandpur,1988/09/03,3.7
Chandpur,1989/09/03,6
Chandpur,1990/09/03,6.7
Chandpur,1991/09/03,7.1
Chandpur,1992/09/03,6.1
Chandpur,1993/09/03,8.3
Chandpur,1994/09/03,8.7
Chandpur,1995/09/03,6.5
Chandpur,1996/09/03,7.5
Chandpur,1997/09/03,8.2
Chandpur,1998/09/03,9.7
Chandpur,1999/09/03,8.9
Chandpur,2000/09/03,6.5
Chandpur,2001/09/03,2.3
Chandpur,2002/09/03,8.7
Chandpur,2003/09/03,9
Chandpur,2004/09/03,4.8
Chandpur,2005/09/03,7.9
Chandpur,2006/09/03,9.4
Chandpur,2007/09/03,8.8
Chandpur,2008/09/03,7.3
Chandpur,2009/09/03,7.1
Chandpur,2010/09/03,7.3
Chandpur,2011/09/03,8.6
Chandpur,2012/09/03,2.3
Chandpur,2013/09/03,7.4
Chandpur,2014/09/03,8.6
Chandpur,2015/09/03,8.5
Chandpur,2016/09/03,8.3
Chandpur,2018/09/03,9
Chandpur,2019/09/03,9.1
Chandpur,1977/09/04,4.4
Chandpur,1979/09/04,9.2
Chandpur,1980/09/04,8.6
Chandpur,1981/09/04,7.1
Chandpur,1982/09/04,7.7
Chandpur,1983/09/04,7.4
Chandpur,1984/09/04,7.9
Chandpur,1987/09/04,7.5
Chandpur,1988/09/04,4.5
Chandpur,1989/09/04,6.1
Chandpur,1990/09/04,5
Chandpur,1991/09/04,4.4
Chandpur,1992/09/04,7.9
Chandpur,1993/09/04,8.6
Chandpur,1994/09/04,8.9
Chandpur,1995/09/04,6.6
Chandpur,1996/09/04,8.1
Chandpur,1997/09/04,8.3
Chandpur,1998/09/04,5.5
Chandpur,1999/09/04,8.8
Chandpur,2000/09/04,8
Chandpur,2001/09/04,3.5
Chandpur,2002/09/04,7.2
Chandpur,2003/09/04,6.8
Chandpur,2004/09/04,7.8
Chandpur,2005/09/04,8.3
Chandpur,2006/09/04,3.9
Chandpur,2007/09/04,4.1
Chandpur,2008/09/04,8.6
Chandpur,2009/09/04,3.3
Chandpur,2010/09/04,4.2
Chandpur,2011/09/04,5.7
Chandpur,2012/09/04,0.7
Chandpur,2013/09/04,9.6
Chandpur,2014/09/04,6.7
Chandpur,2015/09/04,8.5
Chandpur,2016/09/04,6.9
Chandpur,2018/09/04,9.3
Chandpur,2019/09/04,7.8
Chandpur,1979/09/05,9.2
Chandpur,1980/09/05,2.2
Chandpur,1981/09/05,8.7
Chandpur,1982/09/05,4.7
Chandpur,1983/09/05,6.2
Chandpur,1984/09/05,5.3
Chandpur,1987/09/05,6.7
Chandpur,1988/09/05,6
Chandpur,1989/09/05,9.4
Chandpur,1990/09/05,5.5
Chandpur,1991/09/05,5.1
Chandpur,1992/09/05,7.9
Chandpur,1993/09/05,6.4
Chandpur,1994/09/05,2.6
Chandpur,1995/09/05,1
Chandpur,1996/09/05,5.8
Chandpur,1997/09/05,11.4
Chandpur,1998/09/05,8.6
Chandpur,1999/09/05,0.8
Chandpur,2000/09/05,9.6
Chandpur,2001/09/05,0
Chandpur,2002/09/05,4.7
Chandpur,2003/09/05,0.6
Chandpur,2004/09/05,7.9
Chandpur,2005/09/05,4.1
Chandpur,2006/09/05,7
Chandpur,2007/09/05,5.4
Chandpur,2008/09/05,9.8
Chandpur,2009/09/05,9.4
Chandpur,2010/09/05,7.9
Chandpur,2011/09/05,10
Chandpur,2012/09/05,9.8
Chandpur,2013/09/05,7.8
Chandpur,2014/09/05,8.5
Chandpur,2015/09/05,4.1
Chandpur,2016/09/05,9.4
Chandpur,2018/09/05,4.7
Chandpur,2019/09/05,9
Chandpur,1979/09/06,3.3
Chandpur,1980/09/06,2.8
Chandpur,1981/09/06,0
Chandpur,1982/09/06,2.5
Chandpur,1983/09/06,5.5
Chandpur,1984/09/06,4
Chandpur,1987/09/06,4.2
Chandpur,1988/09/06,6.3
Chandpur,1989/09/06,7.4
Chandpur,1991/09/06,0
Chandpur,1992/09/06,4.1
Chandpur,1993/09/06,4.8
Chandpur,1994/09/06,5
Chandpur,1995/09/06,4.5
Chandpur,1996/09/06,2.8
Chandpur,1997/09/06,2.5
Chandpur,1998/09/06,0
Chandpur,1999/09/06,1.8
Chandpur,2000/09/06,5
Chandpur,2001/09/06,1.6
Chandpur,2002/09/06,1.1
Chandpur,2003/09/06,0.8
Chandpur,2004/09/06,10.5
Chandpur,2005/09/06,7.4
Chandpur,2006/09/06,0.1
Chandpur,2007/09/06,0
Chandpur,2008/09/06,0.7
Chandpur,2009/09/06,7
Chandpur,2010/09/06,9
Chandpur,2011/09/06,1.1
Chandpur,2012/09/06,9.3
Chandpur,2013/09/06,0.8
Chandpur,2014/09/06,5.6
Chandpur,2015/09/06,4.4
Chandpur,2016/09/06,1.3
Chandpur,2018/09/06,6
Chandpur,2019/09/06,2.5
Chandpur,1979/09/07,7
Chandpur,1980/09/07,6.1
Chandpur,1981/09/07,6.7
Chandpur,1982/09/07,4.1
Chandpur,1983/09/07,7.7
Chandpur,1988/09/07,0
Chandpur,1989/09/07,6.5
Chandpur,1990/09/07,0
Chandpur,1991/09/07,6.9
Chandpur,1992/09/07,0.9
Chandpur,1993/09/07,0.4
Chandpur,1994/09/07,8.7
Chandpur,1995/09/07,5.5
Chandpur,1996/09/07,4.9
Chandpur,1997/09/07,0
Chandpur,1998/09/07,1.5
Chandpur,1999/09/07,3.2
Chandpur,2000/09/07,4.7
Chandpur,2001/09/07,3.1
Chandpur,2002/09/07,0
Chandpur,2003/09/07,4.1
Chandpur,2006/09/07,0
Chandpur,2007/09/07,4.5
Chandpur,2008/09/07,6.8
Chandpur,2009/09/07,3.9
Chandpur,2010/09/07,8.5
Chandpur,2011/09/07,10.6
Chandpur,2012/09/07,5.8
Chandpur,2013/09/07,5.8
Chandpur,2014/09/07,9.3
Chandpur,2015/09/07,0
Chandpur,2016/09/07,2.5
Chandpur,2018/09/07,1
Chandpur,2019/09/07,0
Chandpur,1979/09/08,4
Chandpur,1980/09/08,1.2
Chandpur,1981/09/08,0.2
Chandpur,1982/09/08,1.2
Chandpur,1987/09/08,4.4
Chandpur,1988/09/08,0
Chandpur,1989/09/08,1.8
Chandpur,1990/09/08,5
Chandpur,1991/09/08,5.5
Chandpur,1993/09/08,4.5
Chandpur,1994/09/08,5.7
Chandpur,1995/09/08,5
Chandpur,1996/09/08,0
Chandpur,1997/09/08,0
Chandpur,1998/09/08,0.2
Chandpur,1999/09/08,0
Chandpur,2000/09/08,2.8
Chandpur,2001/09/08,7.9
Chandpur,2002/09/08,3.4
Chandpur,2003/09/08,6.5
Chandpur,2005/09/08,0.3
Chandpur,2006/09/08,8.5
Chandpur,2007/09/08,11
Chandpur,2008/09/08,7.1
Chandpur,2009/09/08,4.1
Chandpur,2010/09/08,6
Chandpur,2011/09/08,0
Chandpur,2012/09/08,4.7
Chandpur,2013/09/08,8.8
Chandpur,2014/09/08,5.6
Chandpur,2015/09/08,3.2
Chandpur,2016/09/08,0
Chandpur,2018/09/08,5.4
Chandpur,2019/09/08,0.6
Chandpur,1977/09/09,8.2
Chandpur,1979/09/09,3.4
Chandpur,1980/09/09,1.4
Chandpur,1981/09/09,3.5
Chandpur,1982/09/09,5.9
Chandpur,1983/09/09,8.2
Chandpur,1986/09/09,4.6
Chandpur,1987/09/09,6.2
Chandpur,1988/09/09,3.8
Chandpur,1989/09/09,0.1
Chandpur,1990/09/09,7.5
Chandpur,1991/09/09,1.6
Chandpur,1992/09/09,7.1
Chandpur,1993/09/09,5.6
Chandpur,1994/09/09,0.2
Chandpur,1995/09/09,0
Chandpur,1996/09/09,8.5
Chandpur,1997/09/09,2.1
Chandpur,1998/09/09,0
Chandpur,1999/09/09,4.1
Chandpur,2000/09/09,4.5
Chandpur,2001/09/09,3
Chandpur,2002/09/09,1.5
Chandpur,2003/09/09,7
Chandpur,2005/09/09,3.2
Chandpur,2006/09/09,3.4
Chandpur,2007/09/09,0
Chandpur,2008/09/09,5.7
Chandpur,2009/09/09,3
Chandpur,2010/09/09,6.5
Chandpur,2011/09/09,2.2
Chandpur,2012/09/09,0.4
Chandpur,2013/09/09,0
Chandpur,2014/09/09,3
