humidity_station_name,record_date,humidity_value
Comilla,2001/06/28,82
Comilla,2001/06/29,86
Comilla,2001/06/30,92
Comilla,2001/07/01,91
Comilla,2001/07/02,84
Comilla,2001/07/03,83
Comilla,2001/07/04,77
Comilla,2001/07/05,82
Comilla,2001/07/06,80
Comilla,2001/07/07,75
Comilla,2001/07/08,78
Comilla,2001/07/09,85
Comilla,2001/07/10,81
Comilla,2001/07/11,88
Comilla,2001/07/12,93
Comilla,2001/07/13,87
Comilla,2001/07/14,89
Comilla,2001/07/15,84
Comilla,2001/07/16,81
Comilla,2001/07/17,79
Comilla,2001/07/18,83
Comilla,2001/07/19,86
Comilla,2001/07/20,90
Comilla,2001/07/21,88
Comilla,2001/07/22,80
Comilla,2001/07/23,81
Comilla,2001/07/24,87
Comilla,2001/07/25,93
Comilla,2001/07/26,86
Comilla,2001/07/27,88
Comilla,2001/07/28,93
Comilla,2001/07/29,92
Comilla,2001/07/30,91
Comilla,2001/07/31,89
Comilla,2001/08/01,92
Comilla,2001/08/02,89
Comilla,2001/08/03,83
Comilla,2001/08/04,80
Comilla,2001/08/05,84
Comilla,2001/08/06,84
Comilla,2001/08/07,81
Comilla,2001/08/08,88
Comilla,2001/08/09,80
Comilla,2001/08/10,80
Comilla,2001/08/11,80
Comilla,2001/08/12,80
Comilla,2001/08/13,83
Comilla,2001/08/14,84
Comilla,2001/08/15,82
Comilla,2001/08/16,85
Comilla,2001/08/17,81
Comilla,2001/08/18,79
Comilla,2001/08/19,81
Comilla,2001/08/20,80
Comilla,2001/08/21,86
Comilla,2001/08/22,82
Comilla,2001/08/23,80
Comilla,2001/08/24,90
Comilla,2001/08/25,89
Comilla,2001/08/26,88
Comilla,2001/08/27,91
Comilla,2001/08/28,83
Comilla,2001/08/29,86
Comilla,2001/08/30,82
Comilla,2001/08/31,81
Comilla,2001/09/01,87
Comilla,2001/09/02,82
Comilla,2001/09/03,89
Comilla,2001/09/04,82
Comilla,2001/09/05,83
Comilla,2001/09/06,88
Comilla,2001/09/07,85
Comilla,2001/09/08,92
Comilla,2001/09/09,84
Comilla,2001/09/10,86
Comilla,2001/09/11,86
Comilla,2001/09/12,85
Comilla,2001/09/13,83
Comilla,2001/09/14,83
Comilla,2001/09/15,80
Comilla,2001/09/16,89
Comilla,2001/09/17,88
Comilla,2001/09/18,93
Comilla,2001/09/19,96
Comilla,2001/09/20,87
Comilla,2001/09/21,85
Comilla,2001/09/22,77
Comilla,2001/09/23,88
Comilla,2001/09/24,92
Comilla,2001/09/25,87
Comilla,2001/09/26,84
Comilla,2001/09/27,84
Comilla,2001/09/28,82
Comilla,2001/09/29,77
Comilla,2001/09/30,83
Comilla,2001/10/01,89
Comilla,2001/10/02,87
Comilla,2001/10/03,90
Comilla,2001/10/04,91
Comilla,2001/10/05,87
Comilla,2001/10/06,84
Comilla,2001/10/07,84
Comilla,2001/10/08,86
Comilla,2001/10/09,85
Comilla,2001/10/10,91
Comilla,2001/10/11,85
Comilla,2001/10/12,82
Comilla,2001/10/13,87
Comilla,2001/10/14,94
Comilla,2001/10/15,83
Comilla,2001/10/16,82
Comilla,2001/10/17,84
Comilla,2001/10/18,88
Comilla,2001/10/19,86
Comilla,2001/10/20,82
Comilla,2001/10/21,80
Comilla,2001/10/22,82
Comilla,2001/10/23,83
Comilla,2001/10/24,78
Comilla,2001/10/25,82
Comilla,2001/10/26,79
Comilla,2001/10/27,91
Comilla,2001/10/28,88
Comilla,2001/10/29,87
Comilla,2001/10/30,92
Comilla,2001/10/31,90
Comilla,2001/11/01,86
Comilla,2001/11/02,87
Comilla,2001/11/03,83
Comilla,2001/11/04,84
Comilla,2001/11/05,85
Comilla,2001/11/06,84
Comilla,2001/11/07,87
Comilla,2001/11/08,90
Comilla,2001/11/09,87
Comilla,2001/11/10,87
Comilla,2001/11/11,93
Comilla,2001/11/12,96
Comilla,2001/11/13,85
Comilla,2001/11/14,83
Comilla,2001/11/15,82
Comilla,2001/11/16,81
Comilla,2001/11/17,82
Comilla,2001/11/18,84
Comilla,2001/11/19,92
Comilla,2001/11/20,84
Comilla,2001/11/21,84
Comilla,2001/11/22,86
Comilla,2001/11/23,87
Comilla,2001/11/24,89
Comilla,2001/11/25,85
Comilla,2001/11/26,84
Comilla,2001/11/27,84
Comilla,2001/11/28,78
Comilla,2001/11/29,78
Comilla,2001/11/30,78
Comilla,2001/12/01,76
Comilla,2001/12/02,80
Comilla,2001/12/03,84
Comilla,2001/12/04,86
Comilla,2001/12/05,85
Comilla,2001/12/06,85
Comilla,2001/12/07,86
Comilla,2001/12/08,85
Comilla,2001/12/09,84
Comilla,2001/12/10,80
Comilla,2001/12/11,73
Comilla,2001/12/12,79
Comilla,2001/12/13,88
Comilla,2001/12/14,89
Comilla,2001/12/15,80
Comilla,2001/12/16,78
Comilla,2001/12/17,77
Comilla,2001/12/18,86
Comilla,2001/12/19,85
Comilla,2001/12/20,83
Comilla,2001/12/21,89
Comilla,2001/12/22,90
Comilla,2001/12/23,81
Comilla,2001/12/24,79
Comilla,2001/12/25,80
Comilla,2001/12/26,81
Comilla,2001/12/27,80
Comilla,2001/12/28,80
Comilla,2001/12/29,78
Comilla,2001/12/30,74
Comilla,2001/12/31,78
Comilla,2002/01/01,79
Comilla,2002/01/02,77
Comilla,2002/01/03,74
Comilla,2002/01/04,77
Comilla,2002/01/05,78
Comilla,2002/01/06,74
Comilla,2002/01/07,79
Comilla,2002/01/08,82
Comilla,2002/01/09,76
Comilla,2002/01/10,79
Comilla,2002/01/11,76
Comilla,2002/01/12,71
Comilla,2002/01/13,73
Comilla,2002/01/14,76
Comilla,2002/01/15,78
Comilla,2002/01/16,76
Comilla,2002/01/17,80
Comilla,2002/01/18,86
Comilla,2002/01/19,85
Comilla,2002/01/20,81
Comilla,2002/01/21,82
Comilla,2002/01/22,78
Comilla,2002/01/23,91
Comilla,2002/01/24,82
Comilla,2002/01/25,77
Comilla,2002/01/26,75
Comilla,2002/01/27,74
Comilla,2002/01/28,86
Comilla,2002/01/29,82
Comilla,2002/01/30,83
Comilla,2002/01/31,65
Comilla,2002/02/01,73
Comilla,2002/02/02,67
Comilla,2002/02/03,75
Comilla,2002/02/04,64
Comilla,2002/02/05,69
Comilla,2002/02/06,70
Comilla,2002/02/07,70
Comilla,2002/02/08,70
Comilla,2002/02/09,71
Comilla,2002/02/10,72
Comilla,2002/02/11,71
Comilla,2002/02/12,70
Comilla,2002/02/13,73
Comilla,2002/02/14,66
Comilla,2002/02/15,70
Comilla,2002/02/16,71
Comilla,2002/02/17,74
Comilla,2002/02/18,74
Comilla,2002/02/19,75
Comilla,2002/02/20,67
Comilla,2002/02/21,73
Comilla,2002/02/22,78
Comilla,2002/02/23,68
Comilla,2002/02/24,69
Comilla,2002/02/25,69
Comilla,2002/02/26,77
Comilla,2002/02/27,72
Comilla,2002/02/28,72
Comilla,2002/03/01,74
Comilla,2002/03/02,74
Comilla,2002/03/03,80
Comilla,2002/03/04,78
Comilla,2002/03/05,67
Comilla,2002/03/06,70
Comilla,2002/03/07,66
Comilla,2002/03/08,64
Comilla,2002/03/09,71
Comilla,2002/03/10,80
Comilla,2002/03/11,85
Comilla,2002/03/12,76
Comilla,2002/03/13,69
Comilla,2002/03/14,72
Comilla,2002/03/15,63
Comilla,2002/03/16,69
Comilla,2002/03/17,70
Comilla,2002/03/18,63
Comilla,2002/03/19,67
Comilla,2002/03/20,71
Comilla,2002/03/21,70
Comilla,2002/03/22,78
Comilla,2002/03/23,81
Comilla,2002/03/24,83
Comilla,2002/03/25,83
Comilla,2002/03/26,88
Comilla,2002/03/27,88
Comilla,2002/03/28,84
Comilla,2002/03/29,87
Comilla,2002/03/30,78
Comilla,2002/03/31,80
Comilla,2002/04/01,81
Comilla,2002/04/02,82
Comilla,2002/04/03,84
Comilla,2002/04/04,77
Comilla,2002/04/05,80
Comilla,2002/04/06,79
Comilla,2002/04/07,80
Comilla,2002/04/08,81
Comilla,2002/04/09,83
Comilla,2002/04/10,81
Comilla,2002/04/11,80
Comilla,2002/04/12,70
Comilla,2002/04/13,67
Comilla,2002/04/14,76
Comilla,2002/04/15,87
Comilla,2002/04/16,83
Comilla,2002/04/17,86
Comilla,2002/04/18,85
Comilla,2002/04/19,85
Comilla,2002/04/20,81
Comilla,2002/04/21,86
Comilla,2002/04/22,86
Comilla,2002/04/23,82
Comilla,2002/04/24,78
Comilla,2002/04/25,78
Comilla,2002/04/26,85
Comilla,2002/04/27,83
Comilla,2002/04/28,83
Comilla,2002/04/29,78
Comilla,2002/04/30,83
Comilla,2002/05/01,85
Comilla,2002/05/02,79
Comilla,2002/05/03,75
Comilla,2002/05/04,82
Comilla,2002/05/05,86
Comilla,2002/05/06,94
Comilla,2002/05/07,84
Comilla,2002/05/08,88
Comilla,2002/05/09,82
Comilla,2002/05/10,92
Comilla,2002/05/11,90
Comilla,2002/05/12,83
Comilla,2002/05/13,84
Comilla,2002/05/14,81
Comilla,2002/05/15,79
Comilla,2002/05/16,75
Comilla,2002/05/17,79
Comilla,2002/05/18,78
Comilla,2002/05/19,86
Comilla,2002/05/20,85
Comilla,2002/05/21,83
Comilla,2002/05/22,83
Comilla,2002/05/23,86
Comilla,2002/05/24,77
Comilla,2002/05/25,84
Comilla,2002/05/26,91
Comilla,2002/05/27,87
Comilla,2002/05/28,84
Comilla,2002/05/29,84
Comilla,2002/05/30,83
Comilla,2002/05/31,86
Comilla,2002/06/01,90
Comilla,2002/06/02,83
Comilla,2002/06/03,88
Comilla,2002/06/04,86
Comilla,2002/06/05,83
Comilla,2002/06/06,83
Comilla,2002/06/07,91
Comilla,2002/06/08,92
Comilla,2002/06/09,86
Comilla,2002/06/10,85
Comilla,2002/06/11,86
Comilla,2002/06/12,90
Comilla,2002/06/13,96
Comilla,2002/06/14,85
Comilla,2002/06/15,91
Comilla,2002/06/16,85
Comilla,2002/06/17,83
Comilla,2002/06/18,83
Comilla,2002/06/19,80
Comilla,2002/06/20,80
Comilla,2002/06/21,83
Comilla,2002/06/22,86
Comilla,2002/06/23,80
Comilla,2002/06/24,82
Comilla,2002/06/25,83
Comilla,2002/06/26,84
Comilla,2002/06/27,85
Comilla,2002/06/28,90
Comilla,2002/06/29,87
Comilla,2002/06/30,93
Comilla,2002/07/01,94
Comilla,2002/07/02,90
Comilla,2002/07/03,94
Comilla,2002/07/04,93
Comilla,2002/07/05,93
Comilla,2002/07/06,88
Comilla,2002/07/07,92
Comilla,2002/07/08,91
Comilla,2002/07/09,93
Comilla,2002/07/10,94
Comilla,2002/07/11,87
Comilla,2002/07/12,87
Comilla,2002/07/13,87
Comilla,2002/07/14,84
Comilla,2002/07/15,81
Comilla,2002/07/16,85
Comilla,2002/07/17,80
Comilla,2002/07/18,84
Comilla,2002/07/19,90
Comilla,2002/07/20,90
Comilla,2002/07/21,96
Comilla,2002/07/22,96
Comilla,2002/07/23,91
Comilla,2002/07/24,83
Comilla,2002/07/25,89
Comilla,2002/07/26,83
Comilla,2002/07/27,84
Comilla,2002/07/28,86
Comilla,2002/07/29,88
Comilla,2002/07/30,87
Comilla,2002/07/31,82
Comilla,2002/08/01,84
Comilla,2002/08/02,90
Comilla,2002/08/03,88
Comilla,2002/08/04,92
Comilla,2002/08/05,79
Comilla,2002/08/06,80
Comilla,2002/08/07,83
Comilla,2002/08/08,76
Comilla,2002/08/09,84
Comilla,2002/08/10,85
Comilla,2002/08/11,90
Comilla,2002/08/12,87
Comilla,2002/08/13,88
Comilla,2002/08/14,90
Comilla,2002/08/15,86
Comilla,2002/08/16,87
Comilla,2002/08/17,91
Comilla,2002/08/18,86
Comilla,2002/08/19,90
Comilla,2002/08/20,88
Comilla,2002/08/21,87
Comilla,2002/08/22,81
Comilla,2002/08/23,84
Comilla,2002/08/24,84
Comilla,2002/08/25,89
Comilla,2002/08/26,93
Comilla,2002/08/27,83
Comilla,2002/08/28,84
Comilla,2002/08/29,82
Comilla,2002/08/30,80
Comilla,2002/08/31,78
Comilla,2002/09/01,78
Comilla,2002/09/02,83
Comilla,2002/09/03,79
Comilla,2002/09/04,84
Comilla,2002/09/05,79
Comilla,2002/09/06,85
Comilla,2002/09/07,78
Comilla,2002/09/08,81
Comilla,2002/09/09,89
Comilla,2002/09/10,84
Comilla,2002/09/11,83
Comilla,2002/09/12,80
Comilla,2002/09/13,75
Comilla,2002/09/14,78
Comilla,2002/09/15,80
Comilla,2002/09/16,92
Comilla,2002/09/17,80
Comilla,2002/09/18,76
Comilla,2002/09/19,82
Comilla,2002/09/20,78
Comilla,2002/09/21,81
Comilla,2002/09/22,82
Comilla,2002/09/23,87
Comilla,2002/09/24,88
Comilla,2002/09/25,85
Comilla,2002/09/26,84
Comilla,2002/09/27,94
Comilla,2002/09/28,91
Comilla,2002/09/29,87
Comilla,2002/09/30,82
Comilla,2002/10/01,85
Comilla,2002/10/02,83
Comilla,2002/10/03,84
Comilla,2002/10/04,84
Comilla,2002/10/05,85
Comilla,2002/10/06,82
Comilla,2002/10/07,78
Comilla,2002/10/08,79
Comilla,2002/10/09,84
Comilla,2002/10/10,85
Comilla,2002/10/11,82
Comilla,2002/10/12,80
Comilla,2002/10/13,81
Comilla,2002/10/14,91
Comilla,2002/10/15,95
Comilla,2002/10/16,92
Comilla,2002/10/17,81
Comilla,2002/10/18,87
Comilla,2002/10/19,89
Comilla,2002/10/20,87
Comilla,2002/10/21,83
Comilla,2002/10/22,80
Comilla,2002/10/23,77
Comilla,2002/10/24,79
Comilla,2002/10/25,80
Comilla,2002/10/26,79
Comilla,2002/10/27,81
Comilla,2002/10/28,78
Comilla,2002/10/29,76
Comilla,2002/10/30,80
Comilla,2002/10/31,77
Comilla,2002/11/01,77
Comilla,2002/11/02,86
Comilla,2002/11/03,82
Comilla,2002/11/04,79
Comilla,2002/11/05,81
Comilla,2002/11/06,80
Comilla,2002/11/07,81
Comilla,2002/11/08,78
Comilla,2002/11/09,76
Comilla,2002/11/10,76
Comilla,2002/11/11,90
Comilla,2002/11/12,96
Comilla,2002/11/13,93
Comilla,2002/11/14,87
Comilla,2002/11/15,83
Comilla,2002/11/16,83
Comilla,2002/11/17,80
Comilla,2002/11/18,80
Comilla,2002/11/19,77
Comilla,2002/11/20,79
Comilla,2002/11/21,79
Comilla,2002/11/22,81
Comilla,2002/11/23,79
Comilla,2002/11/24,80
Comilla,2002/11/25,76
Comilla,2002/11/26,79
Comilla,2002/11/27,77
Comilla,2002/11/28,82
Comilla,2002/11/29,81
Comilla,2002/11/30,81
Comilla,2002/12/01,81
Comilla,2002/12/02,79
Comilla,2002/12/03,78
Comilla,2002/12/04,75
Comilla,2002/12/05,78
Comilla,2002/12/06,79
Comilla,2002/12/07,81
Comilla,2002/12/08,80
Comilla,2002/12/09,83
Comilla,2002/12/10,80
Comilla,2002/12/11,76
Comilla,2002/12/12,78
Comilla,2002/12/13,78
Comilla,2002/12/14,81
Comilla,2002/12/15,79
Comilla,2002/12/16,83
Comilla,2002/12/17,83
Comilla,2002/12/18,82
Comilla,2002/12/19,88
Comilla,2002/12/20,84
Comilla,2002/12/21,84
Comilla,2002/12/22,79
Comilla,2002/12/23,85
Comilla,2002/12/24,89
Comilla,2002/12/25,81
Comilla,2002/12/26,79
Comilla,2002/12/27,79
Comilla,2002/12/28,82
Comilla,2002/12/29,82
Comilla,2002/12/30,76
Comilla,2002/12/31,82
Comilla,2003/01/01,77
Comilla,2003/01/02,75
Comilla,2003/01/03,74
Comilla,2003/01/04,76
Comilla,2003/01/05,78
Comilla,2003/01/06,85
Comilla,2003/01/07,91
Comilla,2003/01/08,95
Comilla,2003/01/09,91
Comilla,2003/01/10,94
Comilla,2003/01/11,95
Comilla,2003/01/12,88
Comilla,2003/01/13,86
Comilla,2003/01/14,91
Comilla,2003/01/15,88
Comilla,2003/01/16,92
Comilla,2003/01/17,82
Comilla,2003/01/18,75
Comilla,2003/01/19,72
Comilla,2003/01/20,72
Comilla,2003/01/21,64
Comilla,2003/01/22,71
Comilla,2003/01/23,77
Comilla,2003/01/24,73
Comilla,2003/01/25,72
Comilla,2003/01/26,76
Comilla,2003/01/27,74
Comilla,2003/01/28,77
Comilla,2003/01/29,74
Comilla,2003/01/30,79
Comilla,2003/01/31,72
Comilla,2003/02/01,69
Comilla,2003/02/02,71
Comilla,2003/02/03,73
Comilla,2003/02/04,64
Comilla,2003/02/05,76
Comilla,2003/02/06,79
Comilla,2003/02/07,76
Comilla,2003/02/08,77
Comilla,2003/02/09,74
Comilla,2003/02/10,74
Comilla,2003/02/11,70
Comilla,2003/02/12,86
Comilla,2003/02/13,88
Comilla,2003/02/14,86
Comilla,2003/02/15,70
Comilla,2003/02/16,68
Comilla,2003/02/17,75
Comilla,2003/02/18,75
Comilla,2003/02/19,60
Comilla,2003/02/20,71
Comilla,2003/02/21,66
Comilla,2003/02/22,66
Comilla,2003/02/23,67
Comilla,2003/02/24,73
Comilla,2003/02/25,74
Comilla,2003/02/26,79
Comilla,2003/02/27,75
Comilla,2003/02/28,75
Comilla,2003/03/01,73
Comilla,2003/03/02,72
Comilla,2003/03/03,79
Comilla,2003/03/04,79
Comilla,2003/03/05,63
Comilla,2003/03/06,67
Comilla,2003/03/07,68
Comilla,2003/03/08,66
Comilla,2003/03/09,64
Comilla,2003/03/10,66
Comilla,2003/03/11,82
Comilla,2003/03/12,89
Comilla,2003/03/13,79
Comilla,2003/03/14,88
Comilla,2003/03/15,83
Comilla,2003/03/16,84
Comilla,2003/03/17,87
Comilla,2003/03/18,84
Comilla,2003/03/19,81
Comilla,2003/03/20,78
Comilla,2003/03/21,82
Comilla,2003/03/22,71
Comilla,2003/03/23,72
Comilla,2003/03/24,73
Comilla,2003/03/25,79
Comilla,2003/03/26,81
Comilla,2003/03/27,78
Comilla,2003/03/28,78
Comilla,2003/03/29,80
Comilla,2003/03/30,87
Comilla,2003/03/31,91
Comilla,2003/04/01,88
Comilla,2003/04/02,85
Comilla,2003/04/03,86
Comilla,2003/04/04,88
Comilla,2003/04/05,81
Comilla,2003/04/06,71
Comilla,2003/04/07,77
Comilla,2003/04/08,79
Comilla,2003/04/09,82
Comilla,2003/04/10,82
Comilla,2003/04/11,82
Comilla,2003/04/12,83
Comilla,2003/04/13,83
Comilla,2003/04/14,80
Comilla,2003/04/15,80
Comilla,2003/04/16,82
Comilla,2003/04/17,79
Comilla,2003/04/18,81
Comilla,2003/04/19,82
Comilla,2003/04/20,86
Comilla,2003/04/21,84
Comilla,2003/04/22,80
Comilla,2003/04/23,77
Comilla,2003/04/24,82
Comilla,2003/04/25,80
Comilla,2003/04/26,82
Comilla,2003/04/27,83
Comilla,2003/04/28,84
Comilla,2003/04/29,74
Comilla,2003/04/30,76
Comilla,2003/05/01,82
Comilla,2003/05/02,89
Comilla,2003/05/03,91
Comilla,2003/05/04,87
Comilla,2003/05/05,84
Comilla,2003/05/06,80
Comilla,2003/05/07,83
Comilla,2003/05/08,81
Comilla,2003/05/09,84
Comilla,2003/05/10,80
Comilla,2003/05/11,73
Comilla,2003/05/12,75
Comilla,2003/05/13,73
Comilla,2003/05/14,79
Comilla,2003/05/15,86
Comilla,2003/05/16,82
Comilla,2003/05/17,81
Comilla,2003/05/18,75
Comilla,2003/05/19,69
Comilla,2003/05/20,76
Comilla,2003/05/21,82
Comilla,2003/05/22,75
Comilla,2003/05/23,82
Comilla,2003/05/24,79
Comilla,2003/05/25,81
Comilla,2003/05/26,80
Comilla,2003/05/27,79
Comilla,2003/05/28,83
Comilla,2003/05/29,82
Comilla,2003/05/30,79
Comilla,2003/05/31,77
Comilla,2003/06/01,75
Comilla,2003/06/02,76
Comilla,2003/06/03,81
Comilla,2003/06/04,84
Comilla,2003/06/05,96
Comilla,2003/06/06,83
Comilla,2003/06/07,90
Comilla,2003/06/08,86
Comilla,2003/06/09,89
Comilla,2003/06/10,96
Comilla,2003/06/11,89
Comilla,2003/06/12,85
Comilla,2003/06/13,87
Comilla,2003/06/14,83
Comilla,2003/06/15,85
Comilla,2003/06/16,88
Comilla,2003/06/17,83
Comilla,2003/06/18,82
Comilla,2003/06/19,81
Comilla,2003/06/20,90
Comilla,2003/06/21,95
Comilla,2003/06/22,97
Comilla,2003/06/23,87
Comilla,2003/06/24,80
Comilla,2003/06/25,88
Comilla,2003/06/26,95
Comilla,2003/06/27,90
Comilla,2003/06/28,92
Comilla,2003/06/29,95
Comilla,2003/06/30,90
Comilla,2003/07/01,88
Comilla,2003/07/02,83
Comilla,2003/07/03,83
Comilla,2003/07/04,84
Comilla,2003/07/05,81
Comilla,2003/07/06,81
Comilla,2003/07/07,83
Comilla,2003/07/08,88
Comilla,2003/07/09,83
Comilla,2003/07/10,86
Comilla,2003/07/11,88
Comilla,2003/07/12,92
Comilla,2003/07/13,87
Comilla,2003/07/14,84
Comilla,2003/07/15,77
Comilla,2003/07/16,81
Comilla,2003/07/17,78
Comilla,2003/07/18,82
Comilla,2003/07/19,84
Comilla,2003/07/20,87
Comilla,2003/07/21,86
Comilla,2003/07/22,84
Comilla,2003/07/23,75
Comilla,2003/07/24,80
Comilla,2003/07/25,80
Comilla,2003/07/26,73
Comilla,2003/07/27,76
Comilla,2003/07/28,86
Comilla,2003/07/29,96
Comilla,2003/07/30,92
Comilla,2003/07/31,84
Comilla,2003/08/01,85
Comilla,2003/08/02,82
Comilla,2003/08/03,79
Comilla,2003/08/04,83
Comilla,2003/08/05,79
Comilla,2003/08/06,76
Comilla,2003/08/07,74
Comilla,2003/08/08,83
Comilla,2003/08/09,87
Comilla,2003/08/10,90
Comilla,2003/08/11,92
Comilla,2003/08/12,85
Comilla,2003/08/13,83
Comilla,2003/08/14,87
Comilla,2003/08/15,87
Comilla,2003/08/16,84
Comilla,2003/08/17,81
Comilla,2003/08/18,83
Comilla,2003/08/19,84
Comilla,2003/08/20,82
Comilla,2003/08/21,75
Comilla,2003/08/22,79
Comilla,2003/08/23,85
Comilla,2003/08/24,80
Comilla,2003/08/25,74
Comilla,2003/08/26,77
Comilla,2003/08/27,74
Comilla,2003/08/28,83
Comilla,2003/08/29,83
Comilla,2003/08/30,87
Comilla,2003/08/31,85
Comilla,2003/09/01,83
Comilla,2003/09/02,91
Comilla,2003/09/03,85
Comilla,2003/09/04,81
Comilla,2003/09/05,81
Comilla,2003/09/06,81
Comilla,2003/09/07,86
Comilla,2003/09/08,89
Comilla,2003/09/09,82
Comilla,2003/09/10,81
Comilla,2003/09/11,88
Comilla,2003/09/12,85
Comilla,2003/09/13,80
Comilla,2003/09/14,83
Comilla,2003/09/15,85
Comilla,2003/09/16,87
Comilla,2003/09/17,85
Comilla,2003/09/18,86
Comilla,2003/09/19,86
Comilla,2003/09/20,89
Comilla,2003/09/21,88
Comilla,2003/09/22,87
Comilla,2003/09/23,87
Comilla,2003/09/24,92
Comilla,2003/09/25,84
Comilla,2003/09/26,83
Comilla,2003/09/27,85
Comilla,2003/09/28,88
Comilla,2003/09/29,86
Comilla,2003/09/30,82
Comilla,2003/10/01,80
Comilla,2003/10/02,84
Comilla,2003/10/03,82
Comilla,2003/10/04,85
Comilla,2003/10/05,79
Comilla,2003/10/06,85
Comilla,2003/10/07,92
Comilla,2003/10/08,98
Comilla,2003/10/09,91
Comilla,2003/10/10,92
Comilla,2003/10/11,88
Comilla,2003/10/12,85
Comilla,2003/10/13,83
Comilla,2003/10/14,84
Comilla,2003/10/15,80
Comilla,2003/10/16,81
Comilla,2003/10/17,82
Comilla,2003/10/18,88
Comilla,2003/10/19,89
Comilla,2003/10/20,84
Comilla,2003/10/21,88
Comilla,2003/10/22,85
Comilla,2003/10/23,85
Comilla,2003/10/24,86
Comilla,2003/10/25,87
Comilla,2003/10/26,87
Comilla,2003/10/27,88
Comilla,2003/10/28,87
Comilla,2003/10/29,84
Comilla,2003/10/30,87
Comilla,2003/10/31,81
Comilla,2003/11/01,82
Comilla,2003/11/02,78
Comilla,2003/11/03,82
Comilla,2003/11/04,83
Comilla,2003/11/05,82
Comilla,2003/11/06,88
Comilla,2003/11/07,87
Comilla,2003/11/08,81
Comilla,2003/11/09,81
Comilla,2003/11/10,81
Comilla,2003/11/11,80
Comilla,2003/11/12,75
Comilla,2003/11/13,79
Comilla,2003/11/14,75
Comilla,2003/11/15,78
Comilla,2003/11/16,77
Comilla,2003/11/17,76
Comilla,2003/11/18,78
Comilla,2003/11/19,80
Comilla,2003/11/20,79
Comilla,2003/11/21,82
Comilla,2003/11/22,77
Comilla,2003/11/23,75
Comilla,2003/11/24,76
Comilla,2003/11/25,77
Comilla,2003/11/26,76
Comilla,2003/11/27,75
Comilla,2003/11/28,75
Comilla,2003/11/29,73
Comilla,2003/11/30,80
Comilla,2003/12/01,77
Comilla,2003/12/02,77
Comilla,2003/12/03,78
Comilla,2003/12/04,76
Comilla,2003/12/05,78
Comilla,2003/12/06,82
Comilla,2003/12/07,81
Comilla,2003/12/08,78
Comilla,2003/12/09,78
Comilla,2003/12/10,79
Comilla,2003/12/11,77
Comilla,2003/12/12,78
Comilla,2003/12/13,76
Comilla,2003/12/14,76
Comilla,2003/12/15,75
Comilla,2003/12/16,80
Comilla,2003/12/17,94
Comilla,2003/12/18,95
Comilla,2003/12/19,93
Comilla,2003/12/20,87
Comilla,2003/12/21,88
Comilla,2003/12/22,83
Comilla,2003/12/23,79
Comilla,2003/12/24,76
Comilla,2003/12/25,74
Comilla,2003/12/26,79
Comilla,2003/12/27,81
Comilla,2003/12/28,95
Comilla,2003/12/29,90
Comilla,2003/12/30,87
Comilla,2003/12/31,94
Comilla,2004/01/01,94
Comilla,2004/01/02,92
Comilla,2004/01/03,83
Comilla,2004/01/04,91
Comilla,2004/01/05,83
Comilla,2004/01/06,88
Comilla,2004/01/07,83
Comilla,2004/01/08,80
Comilla,2004/01/09,86
Comilla,2004/01/10,94
Comilla,2004/01/11,81
Comilla,2004/01/12,82
Comilla,2004/01/13,81
Comilla,2004/01/14,84
Comilla,2004/01/15,86
Comilla,2004/01/16,88
Comilla,2004/01/17,90
Comilla,2004/01/18,93
Comilla,2004/01/19,88
Comilla,2004/01/20,82
Comilla,2004/01/21,75
Comilla,2004/01/22,79
Comilla,2004/01/23,75
Comilla,2004/01/24,77
Comilla,2004/01/25,78
Comilla,2004/01/26,80
Comilla,2004/01/27,74
Comilla,2004/01/28,77
Comilla,2004/01/29,73
Comilla,2004/01/30,71
Comilla,2004/01/31,70
Comilla,2004/02/01,67
Comilla,2004/02/02,66
Comilla,2004/02/03,70
Comilla,2004/02/04,69
Comilla,2004/02/05,73
Comilla,2004/02/06,74
Comilla,2004/02/07,63
Comilla,2004/02/08,68
Comilla,2004/02/09,73
Comilla,2004/02/10,76
Comilla,2004/02/11,72
Comilla,2004/02/12,74
Comilla,2004/02/13,65
Comilla,2004/02/14,70
Comilla,2004/02/15,74
Comilla,2004/02/16,71
Comilla,2004/02/17,74
Comilla,2004/02/18,74
Comilla,2004/02/19,75
Comilla,2004/02/20,85
Comilla,2004/02/21,85
Comilla,2004/02/22,83
Comilla,2004/02/23,84
Comilla,2004/02/24,76
Comilla,2004/02/25,78
Comilla,2004/02/26,75
Comilla,2004/02/27,83
Comilla,2004/02/28,78
Comilla,2004/02/29,84
Comilla,2004/03/01,78
Comilla,2004/03/02,70
Comilla,2004/03/03,70
Comilla,2004/03/04,69
Comilla,2004/03/05,76
Comilla,2004/03/06,79
Comilla,2004/03/07,76
Comilla,2004/03/08,70
Comilla,2004/03/09,73
Comilla,2004/03/10,90
Comilla,2004/03/11,78
Comilla,2004/03/12,73
Comilla,2004/03/13,73
Comilla,2004/03/14,75
Comilla,2004/03/15,73
Comilla,2004/03/16,80
Comilla,2004/03/17,83
Comilla,2004/03/18,82
Comilla,2004/03/19,84
Comilla,2004/03/20,84
Comilla,2004/03/21,85
