division_id,Division,District_id,district,period_number,start_date,Last date,cropland_flooded_sq_km,cropland_flooded_ha,total_area_flooded_sq_km,total_area_flooded_ha,pct_of_cropland_flooded,pct_of_total_area_flooded,population_exposed
BD20,Chattogram,BD2030,Feni,47,12/1/2025,12/15/2025,13.28,1328,40.46,4046,2.990141645,4.08806118,24769
BD20,Chattogram,BD2046,Khagrachhari,47,12/1/2025,12/15/2025,6,600,13.33,1333,2.797447777,0.427385574,3447
BD20,Chattogram,BD2051,Lakshmipur,47,12/1/2025,12/15/2025,13.45,1345,75.98,7598,2.844951924,5.601924308,89694
BD20,Chattogram,BD2075,Noakhali,47,12/1/2025,12/15/2025,79.85,7985,310.79,31079,6.905679175,10.65781264,222525
BD20,Chattogram,BD2084,Rangamati,47,12/1/2025,12/15/2025,51.33,5133,310.43,31043,23.4630229,4.941316828,55702
BD30,Dhaka,BD3026,Dhaka,47,12/1/2025,12/15/2025,24.57,2457,61.17,6117,3.809601118,3.775113057,242551
BD30,Dhaka,BD3029,Faridpur,47,12/1/2025,12/15/2025,23.58,2358,59.47,5947,1.76346422,2.656876347,38476
BD30,Dhaka,BD3033,Gazipur,47,12/1/2025,12/15/2025,59.56,5956,113.98,11398,8.856389376,5.70029352,197536
BD30,Dhaka,BD3035,Gopalganj,47,12/1/2025,12/15/2025,430.74,43074,535.91,53591,39.04735415,33.24297419,239715
BD30,Dhaka,BD3048,Kishoreganj,47,12/1/2025,12/15/2025,544.81,54481,687.31,68731,26.67046791,24.30060392,357136
BD30,Dhaka,BD3054,Madaripur,47,12/1/2025,12/15/2025,73.6,7360,98.26,9826,10.4568492,7.917669109,53273
BD30,Dhaka,BD3056,Manikganj,47,12/1/2025,12/15/2025,26.33,2633,109.71,10971,3.182714445,7.268891823,57522
BD30,Dhaka,BD3059,Munshiganj,47,12/1/2025,12/15/2025,49.88,4988,96.91,9691,8.958627361,9.483678968,89253
BD30,Dhaka,BD3067,Narayanganj,47,12/1/2025,12/15/2025,10.72,1072,60.34,6034,3.544032753,7.817156165,98370
BD30,Dhaka,BD3068,Narsingdi,47,12/1/2025,12/15/2025,23.81,2381,83.08,8308,4.129511121,6.470292937,71149
BD30,Dhaka,BD3082,Rajbari,47,12/1/2025,12/15/2025,24.93,2493,94.74,9474,3.7642281,7.578810776,76313
BD30,Dhaka,BD3086,Shariatpur,47,12/1/2025,12/15/2025,44.94,4494,132.83,13283,6.75013452,10.2414949,108929
BD30,Dhaka,BD3093,Tangail,47,12/1/2025,12/15/2025,38.26,3826,86.99,8699,2.045812074,2.343690098,70567
BD40,Khulna,BD4001,Bagerhat,47,12/1/2025,12/15/2025,496,49600,"1,212.65",121265,48.46394247,30.60952254,448779
BD40,Khulna,BD4018,Chuadanga,47,12/1/2025,12/15/2025,11.4,1140,17.93,1793,1.722130791,1.403723909,12331
BD40,Khulna,BD4041,Jessore,47,12/1/2025,12/15/2025,196.14,19614,401.98,40198,12.90469382,14.23886916,247902
BD40,Khulna,BD4044,Jhenaidah,47,12/1/2025,12/15/2025,17.49,1749,30.07,3007,1.403464286,1.403431508,17598
BD40,Khulna,BD4047,Khulna,47,12/1/2025,12/15/2025,449.01,44901,"1,002.53",100253,36.16325548,25.43447919,409034
BD40,Khulna,BD4050,Kushtia,47,12/1/2025,12/15/2025,29.37,2937,108.44,10844,3.121709078,6.111219231,94335
BD40,Khulna,BD4055,Magura,47,12/1/2025,12/15/2025,25.56,2556,52.13,5213,3.621482864,4.539537377,30255
BD40,Khulna,BD4057,Meherpur,47,12/1/2025,12/15/2025,12.44,1244,20.75,2075,2.664383661,2.615952254,14591
BD40,Khulna,BD4065,Narail,47,12/1/2025,12/15/2025,227.27,22727,311.31,31131,34.13467026,28.61848139,163587
BD40,Khulna,BD4087,Satkhira,47,12/1/2025,12/15/2025,330.84,33084,964.34,96434,32.69073178,26.17582008,499002
BD45,Mymensingh,BD4539,Jamalpur,47,12/1/2025,12/15/2025,40.24,4024,94.69,9469,2.780683469,4.13750727,95900
BD45,Mymensingh,BD4561,Mymensingh,47,12/1/2025,12/15/2025,138.31,13831,222.38,22238,4.728300094,4.62586517,278649
BD45,Mymensingh,BD4572,Netrakona,47,12/1/2025,12/15/2025,414.62,41462,593.7,59370,18.2289419,19.12408438,275746
BD45,Mymensingh,BD4589,Sherpur,47,12/1/2025,12/15/2025,18.58,1858,24.82,2482,1.898351965,1.687972595,20121
BD50,Rajshahi,BD5010,Bogra,47,12/1/2025,12/15/2025,28.79,2879,104.54,10454,1.410025003,3.243473024,79622
BD50,Rajshahi,BD5038,Joypurhat,47,12/1/2025,12/15/2025,1.54,154,2.5,250,0.195019819,0.23537664,1874
BD50,Rajshahi,BD5064,Naogaon,47,12/1/2025,12/15/2025,94.18,9418,133.32,13332,3.343263631,3.496183436,52216
BD50,Rajshahi,BD5069,Natore,47,12/1/2025,12/15/2025,126.36,12636,191.29,19129,9.759438731,9.108749267,106170
BD50,Rajshahi,BD5070,Nawabganj,47,12/1/2025,12/15/2025,55.89,5589,168.64,16864,6.165173947,9.049484095,135697
BD50,Rajshahi,BD5076,Pabna,47,12/1/2025,12/15/2025,80.13,8013,168.83,16883,4.876458237,6.423500223,140058
BD50,Rajshahi,BD5081,Rajshahi,47,12/1/2025,12/15/2025,174.18,17418,357.18,35718,11.97418126,13.27411497,243076
BD50,Rajshahi,BD5088,Sirajganj,47,12/1/2025,12/15/2025,99.12,9912,269.69,26969,6.02914962,9.80373918,232046
BD55,Rangpur,BD5527,Dinajpur,47,12/1/2025,12/15/2025,10.45,1045,19.85,1985,0.367536739,0.515060709,14589
BD55,Rangpur,BD5532,Gaibandha,47,12/1/2025,12/15/2025,51.13,5113,185.02,18502,3.710950719,7.687907216,104275
BD55,Rangpur,BD5549,Kurigram,47,12/1/2025,12/15/2025,67.51,6751,236.53,23653,5.219569505,9.319296426,151314
BD55,Rangpur,BD5552,Lalmonirhat,47,12/1/2025,12/15/2025,25.37,2537,67.69,6769,2.905485002,4.749987727,55219
BD55,Rangpur,BD5573,Nilphamari,47,12/1/2025,12/15/2025,19.04,1904,40.46,4046,1.63784333,2.280236018,32200
BD55,Rangpur,BD5577,Panchagarh,47,12/1/2025,12/15/2025,3.49,349,5.64,564,0.352846204,0.369531992,3310
BD55,Rangpur,BD5585,Rangpur,47,12/1/2025,12/15/2025,20.48,2048,47.16,4716,1.207997515,1.806102144,53242
BD55,Rangpur,BD5594,Thakurgaon,47,12/1/2025,12/15/2025,10.83,1083,14.43,1443,0.749468094,0.712003121,7337
BD60,Sylhet,BD6036,Habiganj,47,12/1/2025,12/15/2025,619.89,61989,729.32,72932,32.34384527,25.61225361,377946
BD60,Sylhet,BD6058,Maulvibazar,47,12/1/2025,12/15/2025,190.16,19016,312.86,31286,15.20341943,10.58247611,137701
BD60,Sylhet,BD6090,Sunamganj,47,12/1/2025,12/15/2025,"1,135.17",113517,"1,926.79",192679,47.13789348,47.09797148,1003979
BD60,Sylhet,BD6091,Sylhet,47,12/1/2025,12/15/2025,492.38,49238,747.36,74736,21.79861448,19.74462533,489136
BD10,Barisal,BD1004,Barguna,46,11/16/2025,11/30/2025,27.09,2709,126.11,12611,3.408726878,8.639435321,52871
BD10,Barisal,BD1006,Barisal,46,11/16/2025,11/30/2025,215.61,21561,545.03,54503,22.70958396,22.52956767,334720
BD10,Barisal,BD1009,Bhola,46,11/16/2025,11/30/2025,41.56,4156,233.44,23344,5.155152942,11.02907929,147704
BD10,Barisal,BD1042,Jhalokati,46,11/16/2025,11/30/2025,17.18,1718,74.34,7434,5.520374945,9.248319328,47808
BD10,Barisal,BD1078,Patuakhali,46,11/16/2025,11/30/2025,75.95,7595,317.29,31729,5.04884572,11.1711354,108519
BD10,Barisal,BD1079,Pirojpur,46,11/16/2025,11/30/2025,55.21,5521,189.72,18972,10.78582523,13.73464489,109928
BD20,Chattogram,BD2003,Bandarban,46,11/16/2025,11/30/2025,0.19,19,3.32,332,0.237381309,0.069675238,502
BD20,Chattogram,BD2012,Brahamanbaria,46,11/16/2025,11/30/2025,233.38,23338,300.87,30087,15.62670555,14.23670958,245889
BD20,Chattogram,BD2013,Chandpur,46,11/16/2025,11/30/2025,33.23,3323,93.18,9318,5.228008327,5.798508864,74665
BD20,Chattogram,BD2015,Chattogram,46,11/16/2025,11/30/2025,26.55,2655,121.74,12174,2.009507439,2.516137652,155392
BD20,Chattogram,BD2019,Comilla,46,11/16/2025,11/30/2025,82.74,8274,145.32,14532,4.485674276,4.297950551,159793
BD20,Chattogram,BD2022,Cox's Bazar,46,11/16/2025,11/30/2025,43.79,4379,203.4,20340,7.683858107,8.667492402,197517
BD20,Chattogram,BD2030,Feni,46,11/16/2025,11/30/2025,14.83,1483,44.23,4423,3.339141611,4.468980375,27942
BD20,Chattogram,BD2046,Khagrachhari,46,11/16/2025,11/30/2025,7.48,748,16.4,1640,3.487493185,0.525815795,5585
BD20,Chattogram,BD2051,Lakshmipur,46,11/16/2025,11/30/2025,14.67,1467,71.05,7105,3.10300936,5.23844279,82949
BD20,Chattogram,BD2075,Noakhali,46,11/16/2025,11/30/2025,84.23,8423,324.89,32489,7.284475353,11.141339,215119
BD20,Chattogram,BD2084,Rangamati,46,11/16/2025,11/30/2025,63.72,6372,352.14,35214,29.12651119,5.605242109,69341
BD30,Dhaka,BD3026,Dhaka,46,11/16/2025,11/30/2025,40.49,4049,80.67,8067,6.278011773,4.978557631,297740
BD30,Dhaka,BD3029,Faridpur,46,11/16/2025,11/30/2025,31.2,3120,71.04,7104,2.333336882,3.173776622,49493
BD30,Dhaka,BD3033,Gazipur,46,11/16/2025,11/30/2025,89.91,8991,154.91,15491,13.36934132,7.74725802,223621
BD30,Dhaka,BD3035,Gopalganj,46,11/16/2025,11/30/2025,391.58,39158,496.92,49692,35.49742986,30.8243898,231572
BD30,Dhaka,BD3048,Kishoreganj,46,11/16/2025,11/30/2025,745.13,74513,903.55,90355,36.47687405,31.94600787,454606
BD30,Dhaka,BD3054,Madaripur,46,11/16/2025,11/30/2025,53.38,5338,75.97,7597,7.584057205,6.121568514,40523
BD30,Dhaka,BD3056,Manikganj,46,11/16/2025,11/30/2025,25.4,2540,117.39,11739,3.070298021,7.777734127,57481
BD30,Dhaka,BD3059,Munshiganj,46,11/16/2025,11/30/2025,67.87,6787,117.69,11769,12.18969605,11.517224,96753
BD30,Dhaka,BD3067,Narayanganj,46,11/16/2025,11/30/2025,10.72,1072,58.41,5841,3.544032753,7.567121173,100203
BD30,Dhaka,BD3068,Narsingdi,46,11/16/2025,11/30/2025,26.02,2602,85.94,8594,4.512804678,6.693030513,67846
BD30,Dhaka,BD3082,Rajbari,46,11/16/2025,11/30/2025,24.57,2457,97.65,9765,3.709871016,7.811598821,70428
BD30,Dhaka,BD3086,Shariatpur,46,11/16/2025,11/30/2025,43.21,4321,124.87,12487,6.49028288,9.627760809,97102
BD30,Dhaka,BD3093,Tangail,46,11/16/2025,11/30/2025,48.03,4803,100.22,10022,2.56822671,2.700133598,71196
BD40,Khulna,BD4001,Bagerhat,46,11/16/2025,11/30/2025,527.22,52722,"1,327.25",132725,51.51443498,33.50326035,498297
BD40,Khulna,BD4018,Chuadanga,46,11/16/2025,11/30/2025,16.59,1659,23.5,2350,2.506153493,1.839794304,13198
BD40,Khulna,BD4041,Jessore,46,11/16/2025,11/30/2025,212.4,21240,414.37,41437,13.97449254,14.67774569,255120
BD40,Khulna,BD4044,Jhenaidah,46,11/16/2025,11/30/2025,26.33,2633,42.03,4203,2.112819591,1.961630406,21565
BD40,Khulna,BD4047,Khulna,46,11/16/2025,11/30/2025,451.57,45157,"1,057.58",105758,36.36943783,26.83112446,437682
BD40,Khulna,BD4050,Kushtia,46,11/16/2025,11/30/2025,25.06,2506,103.24,10324,2.663603319,5.818169249,76804
BD40,Khulna,BD4055,Magura,46,11/16/2025,11/30/2025,25.04,2504,49.76,4976,3.547806374,4.333155187,27074
BD40,Khulna,BD4057,Meherpur,46,11/16/2025,11/30/2025,10.18,1018,12.93,1293,2.180339684,1.630084946,7329
BD40,Khulna,BD4065,Narail,46,11/16/2025,11/30/2025,225.22,22522,306.6,30660,33.82677184,28.18523572,159362
BD40,Khulna,BD4087,Satkhira,46,11/16/2025,11/30/2025,362.14,36214,"1,032.38",103238,35.78352559,28.02268823,552417
BD45,Mymensingh,BD4539,Jamalpur,46,11/16/2025,11/30/2025,20.38,2038,58.48,5848,1.408308377,2.55530072,37088
BD45,Mymensingh,BD4561,Mymensingh,46,11/16/2025,11/30/2025,121.32,12132,193.68,19368,4.147475724,4.028858558,183529
BD45,Mymensingh,BD4572,Netrakona,46,11/16/2025,11/30/2025,492.93,49293,687.07,68707,21.67187384,22.13169051,306511
BD45,Mymensingh,BD4589,Sherpur,46,11/16/2025,11/30/2025,17.51,1751,22.79,2279,1.789028143,1.549915207,15741
BD50,Rajshahi,BD5010,Bogra,46,11/16/2025,11/30/2025,18.83,1883,95.65,9565,0.92222198,2.96765061,50815
BD50,Rajshahi,BD5038,Joypurhat,46,11/16/2025,11/30/2025,0.26,26,0.28,28,0.032925424,0.027101439,157
BD50,Rajshahi,BD5064,Naogaon,46,11/16/2025,11/30/2025,206.69,20669,265.9,26590,7.337217666,6.972961114,127731
BD50,Rajshahi,BD5069,Natore,46,11/16/2025,11/30/2025,206.27,20627,271.06,27106,15.93130284,12.90719628,139112
BD50,Rajshahi,BD5070,Nawabganj,46,11/16/2025,11/30/2025,75.96,7596,206.62,20662,8.379076991,11.08754983,147822
BD50,Rajshahi,BD5076,Pabna,46,11/16/2025,11/30/2025,135.05,13505,215.18,21518,8.218715649,8.186985595,117754
BD50,Rajshahi,BD5081,Rajshahi,46,11/16/2025,11/30/2025,241.84,24184,452.77,45277,16.62553678,16.82658893,303141
BD50,Rajshahi,BD5088,Sirajganj,46,11/16/2025,11/30/2025,140.88,14088,340.23,34023,8.56927561,12.36800097,242112
BD55,Rangpur,BD5527,Dinajpur,46,11/16/2025,11/30/2025,6.02,602,12.7,1270,0.211729298,0.329535063,10504
BD55,Rangpur,BD5532,Gaibandha,46,11/16/2025,11/30/2025,51.78,5178,207.24,20724,3.758126897,8.611187393,114477
BD55,Rangpur,BD5549,Kurigram,46,11/16/2025,11/30/2025,74.95,7495,278.95,27895,5.794796837,10.99064701,173621
BD55,Rangpur,BD5552,Lalmonirhat,46,11/16/2025,11/30/2025,24.5,2450,71.35,7135,2.805848867,5.00681982,54298
BD55,Rangpur,BD5573,Nilphamari,46,11/16/2025,11/30/2025,9.79,979,29.5,2950,0.842147384,1.662676501,20223
BD55,Rangpur,BD5577,Panchagarh,46,11/16/2025,11/30/2025,2.05,205,3.25,325,0.207259231,0.214898014,1812
BD55,Rangpur,BD5585,Rangpur,46,11/16/2025,11/30/2025,20.54,2054,47.16,4716,1.211536571,1.806102144,41304
BD55,Rangpur,BD5594,Thakurgaon,46,11/16/2025,11/30/2025,10.64,1064,14.18,1418,0.736319531,0.699667655,8233
BD60,Sylhet,BD6036,Habiganj,46,11/16/2025,11/30/2025,621.91,62191,726.08,72608,32.4492423,25.49847131,358665
BD60,Sylhet,BD6058,Maulvibazar,46,11/16/2025,11/30/2025,213.95,21395,343.83,34383,17.10544587,11.63003658,152254
BD60,Sylhet,BD6090,Sunamganj,46,11/16/2025,11/30/2025,"1,282.80",128280,"2,147.80",214780,53.26822393,52.50028448,1137088
BD60,Sylhet,BD6091,Sylhet,46,11/16/2025,11/30/2025,525.88,52588,781.09,78109,23.28172424,20.63574368,476334
BD40,Khulna,BD4055,Magura,45,11/1/2025,11/15/2025,28.57,2857,50.39,5039,4.047956394,4.388016276,26411
BD40,Khulna,BD4057,Meherpur,45,11/1/2025,11/15/2025,10.5,1050,13.25,1325,2.248876884,1.670427343,7383
BD40,Khulna,BD4065,Narail,45,11/1/2025,11/15/2025,203.58,20358,278.4,27840,30.57656608,25.59285592,144126
BD40,Khulna,BD4087,Satkhira,45,11/1/2025,11/15/2025,345.77,34577,"1,150.71",115071,34.16598455,31.23461088,538871
BD45,Mymensingh,BD4539,Jamalpur,45,11/1/2025,11/15/2025,26,2600,70.7,7070,1.796664269,3.089257197,49538
BD45,Mymensingh,BD4561,Mymensingh,45,11/1/2025,11/15/2025,128.43,12843,200.7,20070,4.390539954,4.174885959,177161
BD45,Mymensingh,BD4572,Netrakona,45,11/1/2025,11/15/2025,579.36,57936,788.88,78888,25.47180498,25.41116336,363143
BD45,Mymensingh,BD4589,Sherpur,45,11/1/2025,11/15/2025,30.22,3022,37.88,3788,3.087631667,2.576164459,27091
BD50,Rajshahi,BD5010,Bogra,45,11/1/2025,11/15/2025,27.17,2717,110.9,11090,1.330683548,3.440799296,65729
BD50,Rajshahi,BD5038,Joypurhat,45,11/1/2025,11/15/2025,4.32,432,7.23,723,0.547068582,0.678982172,8384
BD50,Rajshahi,BD5064,Naogaon,45,11/1/2025,11/15/2025,288.22,28822,365.37,36537,10.23142327,9.581462212,197729
BD50,Rajshahi,BD5069,Natore,45,11/1/2025,11/15/2025,236.82,23682,308.91,30891,18.29083793,14.7095182,165824
BD50,Rajshahi,BD5070,Nawabganj,45,11/1/2025,11/15/2025,86.93,8693,204.69,20469,9.589167494,10.98398304,127697
BD50,Rajshahi,BD5076,Pabna,45,11/1/2025,11/15/2025,207.4,20740,294.54,29454,12.6217077,11.20640737,170775
BD50,Rajshahi,BD5081,Rajshahi,45,11/1/2025,11/15/2025,294.3,29430,509.31,50931,20.23195284,18.92782209,336049
BD50,Rajshahi,BD5088,Sirajganj,45,11/1/2025,11/15/2025,183.45,18345,390.9,39090,11.15867129,14.20995085,286207
BD55,Rangpur,BD5527,Dinajpur,45,11/1/2025,11/15/2025,21.74,2174,39.34,3934,0.764617101,1.020780266,27106
BD55,Rangpur,BD5532,Gaibandha,45,11/1/2025,11/15/2025,58.91,5891,230.72,23072,4.275613278,9.586822792,132328
BD55,Rangpur,BD5549,Kurigram,45,11/1/2025,11/15/2025,103.1,10310,343.29,34329,7.971228203,13.52564694,220853
BD55,Rangpur,BD5552,Lalmonirhat,45,11/1/2025,11/15/2025,35.86,3586,100.88,10088,4.106846545,7.079018689,75211
BD55,Rangpur,BD5573,Nilphamari,45,11/1/2025,11/15/2025,25.97,2597,61.05,6105,2.23397013,3.440894928,45138
BD55,Rangpur,BD5577,Panchagarh,45,11/1/2025,11/15/2025,3.57,357,7.28,728,0.360934369,0.476912885,4741
BD55,Rangpur,BD5585,Rangpur,45,11/1/2025,11/15/2025,42.39,4239,82.4,8240,2.500342513,3.155700098,74031
BD55,Rangpur,BD5594,Thakurgaon,45,11/1/2025,11/15/2025,13.38,1338,17.49,1749,0.925935651,0.864957954,9128
BD60,Sylhet,BD6036,Habiganj,45,11/1/2025,11/15/2025,608.49,60849,713.38,71338,31.74903033,25.05228824,358456
BD60,Sylhet,BD6058,Maulvibazar,45,11/1/2025,11/15/2025,218.85,21885,350.75,35075,17.49720416,11.86410531,159779
BD60,Sylhet,BD6090,Sunamganj,45,11/1/2025,11/15/2025,"1,342.57",134257,"2,229.17",222917,55.75017103,54.48927235,1176006
BD60,Sylhet,BD6091,Sylhet,45,11/1/2025,11/15/2025,553.14,55314,828.61,82861,24.48857714,21.89118229,534265
BD10,Barisal,BD1004,Barguna,45,11/1/2025,11/15/2025,25,2500,121.07,12107,3.145742781,8.294159339,49203
BD10,Barisal,BD1006,Barisal,45,11/1/2025,11/15/2025,217.62,21762,555.54,55554,22.92129151,22.96401303,345250
BD10,Barisal,BD1009,Bhola,45,11/1/2025,11/15/2025,41.1,4110,230.7,23070,5.098093983,10.89962556,144075
BD10,Barisal,BD1042,Jhalokati,45,11/1/2025,11/15/2025,15.7,1570,68.99,6899,5.044812959,8.582748862,41337
BD10,Barisal,BD1078,Patuakhali,45,11/1/2025,11/15/2025,84.61,8461,338.22,33822,5.624527141,11.90803812,118075
BD10,Barisal,BD1079,Pirojpur,45,11/1/2025,11/15/2025,61.64,6164,207.5,20750,12.04198999,15.02181538,122747
BD20,Chattogram,BD2003,Bandarban,45,11/1/2025,11/15/2025,0.04,4,2.42,242,0.049975012,0.048671582,674
BD20,Chattogram,BD2012,Brahamanbaria,45,11/1/2025,11/15/2025,282.04,28204,354.07,35407,18.88489173,16.75405245,305419
BD20,Chattogram,BD2013,Chandpur,45,11/1/2025,11/15/2025,45.55,4555,105.78,10578,7.166288874,6.582595703,96730
BD20,Chattogram,BD2015,Chattogram,45,11/1/2025,11/15/2025,28.5,2850,132.05,13205,2.157098381,2.729226031,146145
BD20,Chattogram,BD2019,Comilla,45,11/1/2025,11/15/2025,102.34,10234,173.4,17340,5.548270551,5.128438106,184451
BD20,Chattogram,BD2022,Cox's Bazar,45,11/1/2025,11/15/2025,51.33,5133,235.05,23505,9.006906523,10.01619513,227035
BD20,Chattogram,BD2030,Feni,45,11/1/2025,11/15/2025,14.89,1489,44.87,4487,3.352651287,4.533645703,29755
BD20,Chattogram,BD2046,Khagrachhari,45,11/1/2025,11/15/2025,8.15,815,17.74,1774,3.799875596,0.568778793,4456
BD20,Chattogram,BD2051,Lakshmipur,45,11/1/2025,11/15/2025,16.25,1625,68.65,6865,3.43721214,5.06149328,82105
BD20,Chattogram,BD2075,Noakhali,45,11/1/2025,11/15/2025,89.78,8978,335.57,33557,7.764456811,11.5075845,246541
BD20,Chattogram,BD2084,Rangamati,45,11/1/2025,11/15/2025,69.96,6996,368.75,36875,31.9788249,5.869634315,70159
BD30,Dhaka,BD3026,Dhaka,45,11/1/2025,11/15/2025,45.19,4519,86.06,8606,7.006751099,5.311202054,426680
BD30,Dhaka,BD3029,Faridpur,45,11/1/2025,11/15/2025,51.88,5188,93.38,9338,3.879920431,4.171761892,72031
BD30,Dhaka,BD3033,Gazipur,45,11/1/2025,11/15/2025,97.75,9775,171.08,17108,14.53512528,8.555941528,246121
BD30,Dhaka,BD3035,Gopalganj,45,11/1/2025,11/15/2025,412.42,41242,544.78,54478,37.38661327,33.79318819,264903
BD30,Dhaka,BD3048,Kishoreganj,45,11/1/2025,11/15/2025,925.92,92592,"1,103.30",110330,45.32721434,39.00838967,574550
BD30,Dhaka,BD3054,Madaripur,45,11/1/2025,11/15/2025,45.64,4564,66.53,6653,6.484383118,5.389863677,34817
BD30,Dhaka,BD3056,Manikganj,45,11/1/2025,11/15/2025,28.62,2862,119.42,11942,3.459524778,7.912232809,62145
BD30,Dhaka,BD3059,Munshiganj,45,11/1/2025,11/15/2025,69.98,6998,116.84,11684,12.56865964,11.43404242,91855
BD30,Dhaka,BD3067,Narayanganj,45,11/1/2025,11/15/2025,9.52,952,48.15,4815,3.147312669,6.237919611,57557
BD30,Dhaka,BD3068,Narsingdi,45,11/1/2025,11/15/2025,29.94,2994,85.63,8563,5.192673791,6.668887629,66113
BD30,Dhaka,BD3082,Rajbari,45,11/1/2025,11/15/2025,21.42,2142,88.88,8888,3.234246526,7.110034851,62829
BD30,Dhaka,BD3086,Shariatpur,45,11/1/2025,11/15/2025,44.23,4423,127.12,12712,6.643490205,9.801240923,100576
BD30,Dhaka,BD3093,Tangail,45,11/1/2025,11/15/2025,89.7,8970,157.6,15760,4.796375929,4.246069198,116704
BD40,Khulna,BD4001,Bagerhat,45,11/1/2025,11/15/2025,530.12,53012,"1,330.26",133026,51.79779271,33.57822349,512955
BD40,Khulna,BD4018,Chuadanga,45,11/1/2025,11/15/2025,15.79,1579,23.04,2304,2.385302209,1.803781309,13741
BD40,Khulna,BD4041,Jessore,45,11/1/2025,11/15/2025,230.47,23047,438.07,43807,15.1633771,15.51724318,278873
BD40,Khulna,BD4044,Jhenaidah,45,11/1/2025,11/15/2025,31.95,3195,47.96,4796,2.563789819,2.238396247,25498
BD40,Khulna,BD4047,Khulna,45,11/1/2025,11/15/2025,410.6,41060,"1,047.37",104737,33.06971493,26.57209367,393226
BD40,Khulna,BD4050,Kushtia,45,11/1/2025,11/15/2025,23.87,2387,96.2,9620,2.537119363,5.421424659,66762
BD10,Barisal,BD1004,Barguna,44,10/16/2025,10/31/2025,32.5,3250,129.16,12916,4.089465616,8.848382095,52988
BD10,Barisal,BD1006,Barisal,44,10/16/2025,10/31/2025,204.24,20424,548.49,54849,21.51201442,22.67259155,343894
BD10,Barisal,BD1009,Bhola,44,10/16/2025,10/31/2025,54.43,5443,266.58,26658,6.751563394,12.5948079,173052
BD10,Barisal,BD1042,Jhalokati,44,10/16/2025,10/31/2025,13.35,1335,62.83,6283,4.289697644,7.816409784,36797
BD10,Barisal,BD1078,Patuakhali,44,10/16/2025,10/31/2025,97.43,9743,344.58,34458,6.476748367,12.13196078,121729
BD10,Barisal,BD1079,Pirojpur,44,10/16/2025,10/31/2025,56.61,5661,192.76,19276,11.05932922,13.95472353,111624
BD20,Chattogram,BD2003,Bandarban,44,10/16/2025,10/31/2025,1.34,134,13.69,1369,1.674162919,0.275255486,4599
BD20,Chattogram,BD2012,Brahamanbaria,44,10/16/2025,10/31/2025,483.74,48374,600.79,60079,32.39036139,28.4284666,617494
BD20,Chattogram,BD2013,Chandpur,44,10/16/2025,10/31/2025,71.7,7170,154.41,15441,11.2804152,9.608797528,153989
BD20,Chattogram,BD2015,Chattogram,44,10/16/2025,10/31/2025,45.77,4577,199.4,19940,3.464224312,4.121065454,223509
BD20,Chattogram,BD2019,Comilla,44,10/16/2025,10/31/2025,178.11,17811,313.31,31331,9.65607258,9.266383755,384703
BD20,Chattogram,BD2022,Cox's Bazar,44,10/16/2025,10/31/2025,54,5400,250.24,25024,9.475413058,10.66348721,257542
BD20,Chattogram,BD2030,Feni,44,10/16/2025,10/31/2025,21.11,2111,62.7,6270,4.753154377,6.335181314,73356
BD20,Chattogram,BD2046,Khagrachhari,44,10/16/2025,10/31/2025,11.09,1109,32.04,3204,5.170628264,1.026800018,9512
BD20,Chattogram,BD2051,Lakshmipur,44,10/16/2025,10/31/2025,20.94,2094,87.99,8799,4.429244444,6.487411416,109669
BD20,Chattogram,BD2075,Noakhali,44,10/16/2025,10/31/2025,116.03,11603,410.6,41060,10.03463938,14.08056201,324418
BD20,Chattogram,BD2084,Rangamati,44,10/16/2025,10/31/2025,90.79,9079,512.67,51267,41.50025033,8.160502845,103514
BD30,Dhaka,BD3026,Dhaka,44,10/16/2025,10/31/2025,60.45,6045,113.11,11311,9.372828147,6.980337206,573397
BD30,Dhaka,BD3029,Faridpur,44,10/16/2025,10/31/2025,208.4,20840,292.6,29260,15.58549379,13.07193756,214477
BD30,Dhaka,BD3033,Gazipur,44,10/16/2025,10/31/2025,131.11,13111,237.46,23746,19.49565499,11.87563546,369421
BD30,Dhaka,BD3035,Gopalganj,44,10/16/2025,10/31/2025,350.97,35097,468.49,46849,31.81606047,29.0608516,219442
BD30,Dhaka,BD3048,Kishoreganj,44,10/16/2025,10/31/2025,"1,143.46",114346,"1,370.83",137083,55.97660328,48.46618006,803430
BD30,Dhaka,BD3054,Madaripur,44,10/16/2025,10/31/2025,48.33,4833,75.25,7525,6.86656959,6.063551806,45054
BD30,Dhaka,BD3056,Manikganj,44,10/16/2025,10/31/2025,57.18,5718,158.06,15806,6.911796884,10.47234565,88613
BD30,Dhaka,BD3059,Munshiganj,44,10/16/2025,10/31/2025,70.1,7010,122.93,12293,12.59021207,12.03001399,99903
BD30,Dhaka,BD3067,Narayanganj,44,10/16/2025,10/31/2025,14.59,1459,56.46,5646,4.823455025,7.314495145,78648
BD30,Dhaka,BD3068,Narsingdi,44,10/16/2025,10/31/2025,58.92,5892,138.29,13829,10.21884902,10.77006271,130377
BD30,Dhaka,BD3082,Rajbari,44,10/16/2025,10/31/2025,76.4,7640,166.78,16678,11.53578126,13.34171481,119439
BD30,Dhaka,BD3086,Shariatpur,44,10/16/2025,10/31/2025,54.71,5471,152.82,15282,8.217620374,11.78276934,126787
