city_name,sector_name,subsector name,longitude,latitude,gas_name,emissions_quantity,emissions_factor,units,year,Type of Emission
Shariatpur,buildings,residential-onsite-fuel-usage,90.42202219,23.22814179,CO2,176592.1046,0.0002816133821,t of CO2e_20yr per MJ,2025,Emission
Munshiganj,buildings,residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,176251.6697,0.0001946156289,t of CO2e_20yr per MJ,2025,Emission
Pirojpur,buildings,residential-onsite-fuel-usage,89.99539264,22.51473236,CO2,172150.9088,0.0004602279463,t of CO2e_20yr per MJ,2025,Emission
Joypurhat,buildings,residential-onsite-fuel-usage,89.09082916,25.06322479,CO2,163072.2731,0.0001965226761,t of CO2e_20yr per MJ,2025,Emission
Rajbari,buildings,residential-onsite-fuel-usage,89.57524755,23.73533821,CO2,161987.8461,0.0002965554158,t of CO2e_20yr per MJ,2025,Emission
Magura,buildings,residential-onsite-fuel-usage,89.4566823,23.46960831,CO2,149464.8265,0.0003020790024,t of CO2e_20yr per MJ,2025,Emission
Barguna,buildings,residential-onsite-fuel-usage,89.97252105,22.14954083,CO2,145460.8767,0.0003355428033,t of CO2e_20yr per MJ,2025,Emission
Bandarban,buildings,residential-onsite-fuel-usage,92.38619595,21.77005291,CO2,143533.155,0.0004068112052,t of CO2e_20yr per MJ,2025,Emission
Meherpur,buildings,residential-onsite-fuel-usage,88.70081641,23.78840065,CO2,139232.2482,0.0001915437382,t of CO2e_20yr per MJ,2025,Emission
Narail,buildings,residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,136462.4061,0.000252032,t of CO2e_20yr per MJ,2025,Emission
Dhaka,buildings,non-residential-onsite-fuel-usage,90.35663986,23.78322506,CO2,120969.478,0.0001519618405,t of CO2e_20yr per MJ,2025,Emission
Jhalokati,buildings,residential-onsite-fuel-usage,90.12547576,22.56171608,CO2,93915.91207,0.0003153826267,t of CO2e_20yr per MJ,2025,Emission
Narayanganj,buildings,non-residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,66874.49896,9.86E-05,t of CO2e_20yr per MJ,2025,Emission
Gazipur,buildings,non-residential-onsite-fuel-usage,90.4077623,24.09239292,CO2,60975.81445,0.0001215762054,t of CO2e_20yr per MJ,2025,Emission
Chittagong,buildings,non-residential-onsite-fuel-usage,91.92721178,22.42351341,CO2,54555.54722,9.77E-05,t of CO2e_20yr per MJ,2025,Emission
Comilla,buildings,non-residential-onsite-fuel-usage,91.07641037,23.42176151,CO2,21043.55293,0.0001633902202,t of CO2e_20yr per MJ,2025,Emission
Dinajpur,buildings,non-residential-onsite-fuel-usage,88.72473914,25.64259434,CO2,20481.93876,0.0001816076891,t of CO2e_20yr per MJ,2025,Emission
Narsingdi,buildings,non-residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,17346.44622,0.0002049873942,t of CO2e_20yr per MJ,2025,Emission
Mymensingh,buildings,non-residential-onsite-fuel-usage,90.41626793,24.72212601,CO2,15838.01184,0.0001385285295,t of CO2e_20yr per MJ,2025,Emission
Jessore,buildings,non-residential-onsite-fuel-usage,89.12588422,23.08486843,CO2,15141.75296,0.0002076457852,t of CO2e_20yr per MJ,2025,Emission
Sylhet,buildings,non-residential-onsite-fuel-usage,91.95828109,24.89030552,CO2,14665.32013,0.0002133223393,t of CO2e_20yr per MJ,2025,Emission
Habiganj,buildings,non-residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,12294.29338,0.0002047343668,t of CO2e_20yr per MJ,2025,Emission
Khulna,buildings,non-residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,12157.21638,0.0001176301822,t of CO2e_20yr per MJ,2025,Emission
Cox'S Bazar,buildings,non-residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,11832.77625,0.000166956,t of CO2e_20yr per MJ,2025,Emission
Munshiganj,buildings,non-residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,10337.92119,0.0001399683275,t of CO2e_20yr per MJ,2025,Emission
Tangail,buildings,non-residential-onsite-fuel-usage,90.00162472,24.37570572,CO2,8830.412165,0.0001321016556,t of CO2e_20yr per MJ,2025,Emission
Sirajganj,buildings,non-residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,7714.33652,0.0002413030957,t of CO2e_20yr per MJ,2025,Emission
Bagerhat,buildings,non-residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,6594.930665,0.0001468112802,t of CO2e_20yr per MJ,2025,Emission
Panchagarh,buildings,non-residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,6484.79883,0.0002547680129,t of CO2e_20yr per MJ,2025,Emission
Nawabganj,buildings,non-residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,6058.946925,0.0004437988121,t of CO2e_20yr per MJ,2025,Emission
Thakurgaon,buildings,non-residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,5893.582845,0.0001909210748,t of CO2e_20yr per MJ,2025,Emission
Nilphamari,buildings,non-residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,5396.85907,0.0002439832298,t of CO2e_20yr per MJ,2025,Emission
Brahamanbaria,buildings,non-residential-onsite-fuel-usage,91.11221975,23.95706463,CO2,5278.799785,0.0002013895507,t of CO2e_20yr per MJ,2025,Emission
Rangpur,buildings,non-residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,5222.45721,0.0002137067581,t of CO2e_20yr per MJ,2025,Emission
Satkhira,buildings,non-residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,5049.276075,0.0002514977381,t of CO2e_20yr per MJ,2025,Emission
Bogra,buildings,non-residential-onsite-fuel-usage,89.33140768,24.82984257,CO2,4636.91117,0.000129605,t of CO2e_20yr per MJ,2025,Emission
Kishoreganj,buildings,non-residential-onsite-fuel-usage,90.92785766,24.33687305,CO2,4605.354365,0.0002487146963,t of CO2e_20yr per MJ,2025,Emission
Rajshahi,buildings,non-residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,4540.148135,9.11E-05,t of CO2e_20yr per MJ,2025,Emission
Jamalpur,buildings,non-residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,4270.871295,0.0002665594739,t of CO2e_20yr per MJ,2025,Emission
Pabna,buildings,non-residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,4173.081395,0.0001706374335,t of CO2e_20yr per MJ,2025,Emission
Kushtia,buildings,non-residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,3952.364545,0.0001432317465,t of CO2e_20yr per MJ,2025,Emission
Manikganj,buildings,non-residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,3948.803695,0.0001798172959,t of CO2e_20yr per MJ,2025,Emission
Maulvibazar,buildings,non-residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,3627.439245,0.0003139999791,t of CO2e_20yr per MJ,2025,Emission
Natore,buildings,non-residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,3563.982945,0.0001630688553,t of CO2e_20yr per MJ,2025,Emission
Chandpur,buildings,non-residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,3498.10102,0.0002855899799,t of CO2e_20yr per MJ,2025,Emission
Kurigram,buildings,non-residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,3488.0793,0.0003223235915,t of CO2e_20yr per MJ,2025,Emission
Lalmonirhat,buildings,non-residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,3367.99364,0.0003438481736,t of CO2e_20yr per MJ,2025,Emission
Lakshmipur,buildings,non-residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,3026.407345,0.0003739116025,t of CO2e_20yr per MJ,2025,Emission
Noakhali,buildings,non-residential-onsite-fuel-usage,91.11936714,22.81587782,CO2,2852.256525,0.0003281861595,t of CO2e_20yr per MJ,2025,Emission
Feni,buildings,non-residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,2576.42612,0.000189332,t of CO2e_20yr per MJ,2025,Emission
Barisal,buildings,non-residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,2539.945665,0.0001177508011,t of CO2e_20yr per MJ,2025,Emission
Narail,buildings,non-residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,2068.1464,0.0002244711921,t of CO2e_20yr per MJ,2025,Emission
Pirojpur,buildings,non-residential-onsite-fuel-usage,89.99539264,22.51473236,CO2,1950.337275,0.0004188293104,t of CO2e_20yr per MJ,2025,Emission
Netrakona,buildings,non-residential-onsite-fuel-usage,90.7927876,24.88535595,CO2,1708.30076,0.0002649242363,t of CO2e_20yr per MJ,2025,Emission
Faridpur,buildings,non-residential-onsite-fuel-usage,89.87183105,23.4662315,CO2,1610.1749,0.0002186235479,t of CO2e_20yr per MJ,2025,Emission
Jhenaidah,buildings,non-residential-onsite-fuel-usage,89.12274824,23.49500561,CO2,1571.930305,0.0003663618897,t of CO2e_20yr per MJ,2025,Emission
Shariatpur,buildings,non-residential-onsite-fuel-usage,90.42202219,23.22814179,CO2,1548.028435,0.0002222062918,t of CO2e_20yr per MJ,2025,Emission
Madaripur,buildings,non-residential-onsite-fuel-usage,90.13017483,23.23116398,CO2,1524.99795,0.0002468347785,t of CO2e_20yr per MJ,2025,Emission
Bhola,buildings,non-residential-onsite-fuel-usage,90.7676299,22.39723759,CO2,1522.356485,0.0003555404052,t of CO2e_20yr per MJ,2025,Emission
Patuakhali,buildings,non-residential-onsite-fuel-usage,90.49766675,22.25868681,CO2,1056.3895,0.0003101243967,t of CO2e_20yr per MJ,2025,Emission
Jhalokati,buildings,non-residential-onsite-fuel-usage,90.12547576,22.56171608,CO2,895.12536,0.0003105593198,t of CO2e_20yr per MJ,2025,Emission
Chuadanga,buildings,non-residential-onsite-fuel-usage,88.82268639,23.60138702,CO2,673.0944,0.0001578464489,t of CO2e_20yr per MJ,2025,Emission
Sunamganj,buildings,non-residential-onsite-fuel-usage,91.39011405,24.88646793,CO2,541.913165,0.0005588262716,t of CO2e_20yr per MJ,2025,Emission
Gopalganj,buildings,non-residential-onsite-fuel-usage,89.86240928,23.10671997,CO2,457.921805,0.0003097594484,t of CO2e_20yr per MJ,2025,Emission
Joypurhat,buildings,non-residential-onsite-fuel-usage,89.09082916,25.06322479,CO2,408.14146,0.0002126296773,t of CO2e_20yr per MJ,2025,Emission
Rangamati,buildings,non-residential-onsite-fuel-usage,92.22334151,22.79609299,CO2,397.30768,0.0002086537833,t of CO2e_20yr per MJ,2025,Emission
Barguna,buildings,non-residential-onsite-fuel-usage,89.97252105,22.14954083,CO2,369.842325,0.0002375117211,t of CO2e_20yr per MJ,2025,Emission
Naogaon,buildings,non-residential-onsite-fuel-usage,88.73828018,24.87316799,CO2,218.463855,0.0001764079178,t of CO2e_20yr per MJ,2025,Emission
Magura,buildings,non-residential-onsite-fuel-usage,89.4566823,23.46960831,CO2,169.417685,0.0003674848853,t of CO2e_20yr per MJ,2025,Emission
Bandarban,buildings,non-residential-onsite-fuel-usage,92.38619595,21.77005291,CO2,159.8389,0.0003870293235,t of CO2e_20yr per MJ,2025,Emission
Gaibandha,buildings,non-residential-onsite-fuel-usage,89.53627013,25.34347057,CO2,143.888425,0.0002466315187,t of CO2e_20yr per MJ,2025,Emission
Khagrachhari,buildings,non-residential-onsite-fuel-usage,91.96224023,23.21044445,CO2,137.098225,0.0001792958435,t of CO2e_20yr per MJ,2025,Emission
Sherpur,buildings,non-residential-onsite-fuel-usage,90.09527706,25.09214115,CO2,131.903005,0.000332635,t of CO2e_20yr per MJ,2025,Emission
Meherpur,buildings,non-residential-onsite-fuel-usage,88.70081641,23.78840065,CO2,113.842765,0.0001223747883,t of CO2e_20yr per MJ,2025,Emission
Rajbari,buildings,non-residential-onsite-fuel-usage,89.57524755,23.73533821,CO2,61.35393,0.0002839938828,t of CO2e_20yr per MJ,2025,Emission
Dhaka,buildings,residential-onsite-fuel-usage,90.35663986,23.78322506,CO2,200844.3059,0.0001660769529,t of CO2e_20yr per MJ,2026,Emission
Chittagong,buildings,residential-onsite-fuel-usage,91.92721178,22.42351341,CO2,96292.1153,0.0001468117169,t of CO2e_20yr per MJ,2026,Emission
Mymensingh,buildings,residential-onsite-fuel-usage,90.41626793,24.72212601,CO2,78965.84086,0.0002165855008,t of CO2e_20yr per MJ,2026,Emission
Comilla,buildings,residential-onsite-fuel-usage,91.07641037,23.42176151,CO2,76365.5483,0.000199976,t of CO2e_20yr per MJ,2026,Emission
Gazipur,buildings,residential-onsite-fuel-usage,90.4077623,24.09239292,CO2,68596.59306,0.0001352572709,t of CO2e_20yr per MJ,2026,Emission
Sylhet,buildings,residential-onsite-fuel-usage,91.95828109,24.89030552,CO2,66697.53914,0.0002523232988,t of CO2e_20yr per MJ,2026,Emission
Tangail,buildings,residential-onsite-fuel-usage,90.00162472,24.37570572,CO2,57827.83744,0.0002043597323,t of CO2e_20yr per MJ,2026,Emission
Sunamganj,buildings,residential-onsite-fuel-usage,91.39011405,24.88646793,CO2,55240.39681,0.0005201705946,t of CO2e_20yr per MJ,2026,Emission
Bogra,buildings,residential-onsite-fuel-usage,89.33140768,24.82984257,CO2,55230.39203,0.0001574412302,t of CO2e_20yr per MJ,2026,Emission
Jessore,buildings,residential-onsite-fuel-usage,89.12588422,23.08486843,CO2,53836.06577,0.0002124413624,t of CO2e_20yr per MJ,2026,Emission
Dinajpur,buildings,residential-onsite-fuel-usage,88.72473914,25.64259434,CO2,53824.8583,0.0002190346448,t of CO2e_20yr per MJ,2026,Emission
Naogaon,buildings,residential-onsite-fuel-usage,88.73828018,24.87316799,CO2,53277.25363,0.000186827,t of CO2e_20yr per MJ,2026,Emission
Noakhali,buildings,residential-onsite-fuel-usage,91.11936714,22.81587782,CO2,48677.72576,0.0003420345799,t of CO2e_20yr per MJ,2026,Emission
Kishoreganj,buildings,residential-onsite-fuel-usage,90.92785766,24.33687305,CO2,48100.8235,0.0003579709252,t of CO2e_20yr per MJ,2026,Emission
Sirajganj,buildings,residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,47076.07412,0.0002495063493,t of CO2e_20yr per MJ,2026,Emission
Rajshahi,buildings,residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,45722.03555,0.0001462366049,t of CO2e_20yr per MJ,2026,Emission
Brahamanbaria,buildings,residential-onsite-fuel-usage,91.11221975,23.95706463,CO2,45561.81454,0.000255184,t of CO2e_20yr per MJ,2026,Emission
Rangpur,buildings,residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,44897.35341,0.0002237168161,t of CO2e_20yr per MJ,2026,Emission
Netrakona,buildings,residential-onsite-fuel-usage,90.7927876,24.88535595,CO2,44869.55141,0.0003050016184,t of CO2e_20yr per MJ,2026,Emission
Pabna,buildings,residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,42532.96108,0.0002240419533,t of CO2e_20yr per MJ,2026,Emission
Kurigram,buildings,residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,42293.27871,0.0003136218917,t of CO2e_20yr per MJ,2026,Emission
Habiganj,buildings,residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,42195.79157,0.0003325446105,t of CO2e_20yr per MJ,2026,Emission
Narayanganj,buildings,residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,40743.31467,0.0001147882472,t of CO2e_20yr per MJ,2026,Emission
Jamalpur,buildings,residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,37496.21015,0.0002879821581,t of CO2e_20yr per MJ,2026,Emission
Maulvibazar,buildings,residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,37267.80588,0.0002753378057,t of CO2e_20yr per MJ,2026,Emission
Satkhira,buildings,residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,37141.88315,0.0003125593397,t of CO2e_20yr per MJ,2026,Emission
Nawabganj,buildings,residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,36836.16,0.0002036829494,t of CO2e_20yr per MJ,2026,Emission
Gaibandha,buildings,residential-onsite-fuel-usage,89.53627013,25.34347057,CO2,36049.1185,0.0003156534958,t of CO2e_20yr per MJ,2026,Emission
Barisal,buildings,residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,35272.65367,0.0002365831935,t of CO2e_20yr per MJ,2026,Emission
Jhenaidah,buildings,residential-onsite-fuel-usage,89.12274824,23.49500561,CO2,34758.47529,0.0003219627013,t of CO2e_20yr per MJ,2026,Emission
Khulna,buildings,residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,33387.69016,0.0001562168802,t of CO2e_20yr per MJ,2026,Emission
Cox'S Bazar,buildings,residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,32939.31133,0.0001928226351,t of CO2e_20yr per MJ,2026,Emission
Faridpur,buildings,residential-onsite-fuel-usage,89.87183105,23.4662315,CO2,32156.79977,0.0002483495285,t of CO2e_20yr per MJ,2026,Emission
Chandpur,buildings,residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,31800.46118,0.0003342473165,t of CO2e_20yr per MJ,2026,Emission
Kushtia,buildings,residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,31537.59204,0.0001844904477,t of CO2e_20yr per MJ,2026,Emission
Narsingdi,buildings,residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,30287.62249,0.0002500765699,t of CO2e_20yr per MJ,2026,Emission
Natore,buildings,residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,29292.20984,0.0001939127268,t of CO2e_20yr per MJ,2026,Emission
Nilphamari,buildings,residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,28969.78532,0.0002696461799,t of CO2e_20yr per MJ,2026,Emission
Lakshmipur,buildings,residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,28898.10347,0.0004511302173,t of CO2e_20yr per MJ,2026,Emission
Thakurgaon,buildings,residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,28796.98887,0.0002262143222,t of CO2e_20yr per MJ,2026,Emission
Patuakhali,buildings,residential-onsite-fuel-usage,90.49766675,22.25868681,CO2,26114.39351,0.0003201246719,t of CO2e_20yr per MJ,2026,Emission
Bagerhat,buildings,residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,26067.47955,0.0002456541372,t of CO2e_20yr per MJ,2026,Emission
Bhola,buildings,residential-onsite-fuel-usage,90.7676299,22.39723759,CO2,25064.78804,0.0005006468706,t of CO2e_20yr per MJ,2026,Emission
Lalmonirhat,buildings,residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,24215.25391,0.00034451,t of CO2e_20yr per MJ,2026,Emission
Chuadanga,buildings,residential-onsite-fuel-usage,88.82268639,23.60138702,CO2,23778.37885,0.000192455,t of CO2e_20yr per MJ,2026,Emission
Gopalganj,buildings,residential-onsite-fuel-usage,89.86240928,23.10671997,CO2,23321.96605,0.0003108788202,t of CO2e_20yr per MJ,2026,Emission
Sherpur,buildings,residential-onsite-fuel-usage,90.09527706,25.09214115,CO2,23261.36377,0.0003014792405,t of CO2e_20yr per MJ,2026,Emission
Panchagarh,buildings,residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,22683.52889,0.0002650338894,t of CO2e_20yr per MJ,2026,Emission
Manikganj,buildings,residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,21605.82038,0.0002390740015,t of CO2e_20yr per MJ,2026,Emission
Feni,buildings,residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,20914.76382,0.0002154277487,t of CO2e_20yr per MJ,2026,Emission
Rangamati,buildings,residential-onsite-fuel-usage,92.22334151,22.79609299,CO2,20348.0938,0.0002119965285,t of CO2e_20yr per MJ,2026,Emission
Madaripur,buildings,residential-onsite-fuel-usage,90.13017483,23.23116398,CO2,19223.22806,0.0002825230626,t of CO2e_20yr per MJ,2026,Emission
Pirojpur,buildings,residential-onsite-fuel-usage,89.99539264,22.51473236,CO2,18671.43657,0.0004613666995,t of CO2e_20yr per MJ,2026,Emission
Khagrachhari,buildings,residential-onsite-fuel-usage,91.96224023,23.21044445,CO2,18590.49568,0.0002483613722,t of CO2e_20yr per MJ,2026,Emission
Shariatpur,buildings,residential-onsite-fuel-usage,90.42202219,23.22814179,CO2,18171.98821,0.0002813287113,t of CO2e_20yr per MJ,2026,Emission
Munshiganj,buildings,residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,18044.76604,0.000195257,t of CO2e_20yr per MJ,2026,Emission
Joypurhat,buildings,residential-onsite-fuel-usage,89.09082916,25.06322479,CO2,17703.16129,0.0001965971179,t of CO2e_20yr per MJ,2026,Emission
Rajbari,buildings,residential-onsite-fuel-usage,89.57524755,23.73533821,CO2,17232.26166,0.0002965045506,t of CO2e_20yr per MJ,2026,Emission
Magura,buildings,residential-onsite-fuel-usage,89.4566823,23.46960831,CO2,16277.11738,0.0003024240288,t of CO2e_20yr per MJ,2026,Emission
Meherpur,buildings,residential-onsite-fuel-usage,88.70081641,23.78840065,CO2,15183.82382,0.0001915120526,t of CO2e_20yr per MJ,2026,Emission
Narail,buildings,residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,14967.86687,0.000251884,t of CO2e_20yr per MJ,2026,Emission
Barguna,buildings,residential-onsite-fuel-usage,89.97252105,22.14954083,CO2,14715.63431,0.0003353991424,t of CO2e_20yr per MJ,2026,Emission
Bandarban,buildings,residential-onsite-fuel-usage,92.38619595,21.77005291,CO2,14667.48269,0.0004084720285,t of CO2e_20yr per MJ,2026,Emission
Dhaka,buildings,non-residential-onsite-fuel-usage,90.35663986,23.78322506,CO2,12643.69099,0.0001513733844,t of CO2e_20yr per MJ,2026,Emission
Jhalokati,buildings,residential-onsite-fuel-usage,90.12547576,22.56171608,CO2,10174.83609,0.0003140674113,t of CO2e_20yr per MJ,2026,Emission
Narayanganj,buildings,non-residential-onsite-fuel-usage,90.6169717,23.71533775,CO2,6911.902775,9.86E-05,t of CO2e_20yr per MJ,2026,Emission
Gazipur,buildings,non-residential-onsite-fuel-usage,90.4077623,24.09239292,CO2,6432.68661,0.0001216336321,t of CO2e_20yr per MJ,2026,Emission
Chittagong,buildings,non-residential-onsite-fuel-usage,91.92721178,22.42351341,CO2,4957.74552,9.82E-05,t of CO2e_20yr per MJ,2026,Emission
Dinajpur,buildings,non-residential-onsite-fuel-usage,88.72473914,25.64259434,CO2,2256.108905,0.0001819142628,t of CO2e_20yr per MJ,2026,Emission
Comilla,buildings,non-residential-onsite-fuel-usage,91.07641037,23.42176151,CO2,2247.30241,0.0001638410737,t of CO2e_20yr per MJ,2026,Emission
Narsingdi,buildings,non-residential-onsite-fuel-usage,90.80575237,24.00730515,CO2,1803.41524,0.0002054941978,t of CO2e_20yr per MJ,2026,Emission
Sylhet,buildings,non-residential-onsite-fuel-usage,91.95828109,24.89030552,CO2,1725.277635,0.0002146702766,t of CO2e_20yr per MJ,2026,Emission
Jessore,buildings,non-residential-onsite-fuel-usage,89.12588422,23.08486843,CO2,1693.25562,0.0002078368905,t of CO2e_20yr per MJ,2026,Emission
Mymensingh,buildings,non-residential-onsite-fuel-usage,90.41626793,24.72212601,CO2,1642.98714,0.0001387134682,t of CO2e_20yr per MJ,2026,Emission
Habiganj,buildings,non-residential-onsite-fuel-usage,91.43166194,24.3361721,CO2,1287.97682,0.00020443,t of CO2e_20yr per MJ,2026,Emission
Khulna,buildings,non-residential-onsite-fuel-usage,89.33178875,22.50158978,CO2,1282.824425,0.0001181231572,t of CO2e_20yr per MJ,2026,Emission
Munshiganj,buildings,non-residential-onsite-fuel-usage,90.43809069,23.52661705,CO2,1090.88059,0.0001409269954,t of CO2e_20yr per MJ,2026,Emission
Cox'S Bazar,buildings,non-residential-onsite-fuel-usage,92.09185387,21.33263111,CO2,1056.90868,0.0001671704179,t of CO2e_20yr per MJ,2026,Emission
Tangail,buildings,non-residential-onsite-fuel-usage,90.00162472,24.37570572,CO2,963.153295,0.0001320540779,t of CO2e_20yr per MJ,2026,Emission
Sirajganj,buildings,non-residential-onsite-fuel-usage,89.52299407,24.39875031,CO2,830.864265,0.0002413643819,t of CO2e_20yr per MJ,2026,Emission
Panchagarh,buildings,non-residential-onsite-fuel-usage,88.54636242,26.32021618,CO2,758.099375,0.0002543214143,t of CO2e_20yr per MJ,2026,Emission
Bagerhat,buildings,non-residential-onsite-fuel-usage,89.74824061,22.40804318,CO2,679.9601,0.0001470924808,t of CO2e_20yr per MJ,2026,Emission
Nawabganj,buildings,non-residential-onsite-fuel-usage,88.2608918,24.69153214,CO2,670.36782,0.0004429460503,t of CO2e_20yr per MJ,2026,Emission
Thakurgaon,buildings,non-residential-onsite-fuel-usage,88.31190151,25.93596554,CO2,667.531685,0.0001914051077,t of CO2e_20yr per MJ,2026,Emission
Nilphamari,buildings,non-residential-onsite-fuel-usage,88.92202762,26.02052784,CO2,596.25368,0.0002446132434,t of CO2e_20yr per MJ,2026,Emission
Rangpur,buildings,non-residential-onsite-fuel-usage,89.26262719,25.63304901,CO2,571.07966,0.000214015,t of CO2e_20yr per MJ,2026,Emission
Brahamanbaria,buildings,non-residential-onsite-fuel-usage,91.11221975,23.95706463,CO2,540.136605,0.0002019457811,t of CO2e_20yr per MJ,2026,Emission
Satkhira,buildings,non-residential-onsite-fuel-usage,89.13842168,22.47451782,CO2,539.179785,0.0002524321796,t of CO2e_20yr per MJ,2026,Emission
Bogra,buildings,non-residential-onsite-fuel-usage,89.33140768,24.82984257,CO2,499.243515,0.0001295687573,t of CO2e_20yr per MJ,2026,Emission
Rajshahi,buildings,non-residential-onsite-fuel-usage,88.59755044,24.41521168,CO2,494.837045,9.12E-05,t of CO2e_20yr per MJ,2026,Emission
Kishoreganj,buildings,non-residential-onsite-fuel-usage,90.92785766,24.33687305,CO2,469.93994,0.0002490542972,t of CO2e_20yr per MJ,2026,Emission
Jamalpur,buildings,non-residential-onsite-fuel-usage,89.77782262,24.99966812,CO2,457.87819,0.000266035,t of CO2e_20yr per MJ,2026,Emission
Pabna,buildings,non-residential-onsite-fuel-usage,89.33856711,24.08094883,CO2,453.185835,0.0001704545479,t of CO2e_20yr per MJ,2026,Emission
Kushtia,buildings,non-residential-onsite-fuel-usage,89.02495856,23.94281006,CO2,428.59342,0.0001432470116,t of CO2e_20yr per MJ,2026,Emission
Manikganj,buildings,non-residential-onsite-fuel-usage,89.94155818,23.83549976,CO2,419.944275,0.0001794200206,t of CO2e_20yr per MJ,2026,Emission
Natore,buildings,non-residential-onsite-fuel-usage,89.09054213,24.39326572,CO2,387.019465,0.0001631031704,t of CO2e_20yr per MJ,2026,Emission
Kurigram,buildings,non-residential-onsite-fuel-usage,89.64450523,25.80355644,CO2,381.266435,0.0003216812811,t of CO2e_20yr per MJ,2026,Emission
Maulvibazar,buildings,non-residential-onsite-fuel-usage,91.8826094,24.48686098,CO2,366.250495,0.0003107342851,t of CO2e_20yr per MJ,2026,Emission
Lalmonirhat,buildings,non-residential-onsite-fuel-usage,89.16543289,26.12210465,CO2,362.783285,0.0003426584801,t of CO2e_20yr per MJ,2026,Emission
Chandpur,buildings,non-residential-onsite-fuel-usage,90.8076815,23.24472523,CO2,357.59927,0.0002855237693,t of CO2e_20yr per MJ,2026,Emission
Lakshmipur,buildings,non-residential-onsite-fuel-usage,90.85837351,22.86313117,CO2,294.85045,0.0003740953154,t of CO2e_20yr per MJ,2026,Emission
Noakhali,buildings,non-residential-onsite-fuel-usage,91.11936714,22.81587782,CO2,290.78561,0.0003255588311,t of CO2e_20yr per MJ,2026,Emission
Barisal,buildings,non-residential-onsite-fuel-usage,90.25002892,22.82380976,CO2,266.81224,0.0001190958356,t of CO2e_20yr per MJ,2026,Emission
Feni,buildings,non-residential-onsite-fuel-usage,91.40197917,23.02090073,CO2,262.64724,0.0001894977544,t of CO2e_20yr per MJ,2026,Emission
Narail,buildings,non-residential-onsite-fuel-usage,89.52866845,23.13234139,CO2,231.354755,0.0002249464384,t of CO2e_20yr per MJ,2026,Emission
